headline,date,doc_type,material_type,section,keywords
Love Letter: Living With Loneliness,2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'Dating and Relationships', 'Loneliness', 'Modern Love (Times Column)']"
The Father I Never Forgave,2020-05-02,article,Op-Ed,,"['Families and Family Life', 'Parenting', 'ALCOHOL ABUSE']"
"A Young Doctor, Fighting for His Life",2020-05-02,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Emergency Medical Treatment', 'Doctors', 'Nursing and Nurses', 'Fever', 'Oxygen', 'Immune System', 'Quarantines']"
Joe Says It Ain’t So,2020-05-02,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Women and Girls', '#MeToo Movement', 'Sexual Harassment', 'Sex Crimes']"
‘We Had to Do Something’: Trying to Prevent Massive Food Waste,2020-05-02,article,News,,"['Agriculture and Farming', 'Food', 'Food Banks and Pantries', 'Dairy Products', 'Coronavirus (2019-nCoV)']"
Tracing and Sampling to Monitor Covid-19,2020-05-03,article,Letter,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)']"
I’m Staying Put in New York. It’s Still Glorious.,2020-05-03,article,Letter,,"['Coronavirus (2019-nCoV)', 'Theater', 'Cooking and Cookbooks', 'DEFENSE PRODUCTION ACT', 'United States Politics and Government']"
Therapists and Patients Find Common Ground: Virus-Fueled Anxiety,2020-05-03,article,News,,"['Coronavirus (2019-nCoV)', 'Therapy and Rehabilitation', 'Telemedicine', 'Psychology and Psychologists', 'Mental Health and Disorders', 'Psychiatry and Psychiatrists']"
What Rights Do Pregnant Workers Have in a Pandemic?,2020-05-01,article,News,,"['Workplace Hazards and Violations', 'Pregnancy and Childbirth', 'Discrimination', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'Quarantines', 'Women and Girls', 'Telecommuting']"
Tanzanian Cartoonist Has a Stick for Every Powerful Eye,2020-05-01,article,News,,"['Cartoons and Cartoonists', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']"
Filmmaker Who Mocked Egypt’s President Dies in Prison,2020-05-02,article,News,,"['Deaths (Fatalities)', 'Political Prisoners', 'Politics and Government', 'Music']"
Relaxed Rules and Warm Weather Test States,2020-05-02,article,News,,['Coronavirus (2019-nCoV)']
"No More Jenga, No More ‘Amen’ as Cities Learn to Live With Coronavirus",2020-05-02,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Hygiene and Cleanliness', 'Restaurants', 'Churches (Buildings)', 'Education (K-12)', 'Epidemics', 'Social Conditions and Trends']"
"Fearing Political Peril, Republicans Edge Away From Trump on Pandemic Response",2020-05-02,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Polls and Public Opinion', 'Voting and Voters']"
Big Tech’s Worries Should Worry You,2020-05-01,article,News,,['Coronavirus (2019-nCoV)']
"What’s Going On in This Picture? | May 4, 2020",2020-05-03,article,News,,[]
Melville’s Whale Was a Warning We Failed to Heed,2020-05-02,article,News,,['Books and Literature']
Flattening the Truth on Coronavirus,2020-05-03,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)']"
Masks Become a Flash Point in the Virus Culture Wars,2020-05-03,article,News,,"['Coronavirus (2019-nCoV)', 'Masks', 'Assaults', 'Quarantines']"
Street Art Confronts the Pandemic,2020-05-01,article,News,,"['Art', 'Murals', 'Coronavirus (2019-nCoV)', 'Travel and Vacations', 'Masks', 'Protective Clothing and Gear', 'Hygiene and Cleanliness', 'Quarantines']"
Masks Become a Flash Point in the Virus Culture Wars,2020-05-03,article,News,,"['Coronavirus (2019-nCoV)', 'Masks', 'Assaults', 'Quarantines']"
J. Crew Files for Bankruptcy in Virus’s First Big Retail Casualty,2020-05-03,article,News,,"['Shopping and Retail', 'Fashion and Apparel', 'Coronavirus (2019-nCoV)', 'Bankruptcies']"
A Life and Death Battle: 4 Days of Kidney Failure but No Dialysis,2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'Kidneys', 'Dialysis', 'Shortages', 'Emergency Medical Treatment', 'Hospitals', 'Deaths (Fatalities)', 'your-feed-healthcare']"
Street Art Confronts the Pandemic,2020-05-01,article,News,,"['Art', 'Murals', 'Coronavirus (2019-nCoV)', 'Travel and Vacations', 'Masks', 'Protective Clothing and Gear', 'Hygiene and Cleanliness', 'Quarantines']"
Your Chicken Is No Longer Pink. That Doesn’t Mean It’s Safe to Eat.,2020-05-01,article,News,,"['Poultry', 'Cooking and Cookbooks', 'Food Contamination and Poisoning', 'Salmonella (Bacteria)', 'Thermometers', 'Research', 'your-feed-science']"
Global Backlash Builds Against China Over Coronavirus,2020-05-03,article,News,,"['Coronavirus (2019-nCoV)', 'Propaganda', 'International Relations', 'United States International Relations']"
Now Is the Time to Learn to Play Bridge,2020-05-01,article,News,,"['Bridge (Card Game)', 'Cards and Card Games', 'Quarantine (Life and Culture)']"
#CancelRent Is New Rallying Cry for Tenants. Landlords Are Alarmed.,2020-05-01,article,News,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Landlords', 'Evictions', 'Unemployment', 'United States Economy', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Demonstrations, Protests and Riots']"
The Healing Power of Baseball,2020-05-01,article,News,,"['Baseball', 'Coronavirus (2019-nCoV)', 'Epidemics', 'World Series', 'September 11 (2001)', 'World War II (1939-45)', 'Quarantines', 'Influenza']"
"The Allegation Is Against Joe Biden, but the Burden Is on Women",2020-05-02,article,News,,"['Sexual Harassment', 'Presidential Election of 2020', 'Women and Girls', '#MeToo Movement']"
Consider Virtual Dog Training for Your Pandemic Puppy,2020-05-01,article,News,,"['Animal Behavior', 'Dogs', 'Coronavirus (2019-nCoV)']"
Married Doctors Learn to Meet in the Middle,2020-05-02,article,News,,"['Marriages', 'Coronavirus (2019-nCoV)', 'Doctors']"
Fiona Ex Machina,2020-05-01,article,News,,[]
Some Personal News From Samantha Irby,2020-05-01,article,Review,,"['Books and Literature', 'Audiobooks']"
Principals Find Novel Ways to Honor Seniors During Shutdown,2020-05-03,article,News,,"['Shutdowns (Institutional)', 'Education (K-12)', 'Coronavirus (2019-nCoV)', 'Proms', 'Quarantines']"
Domino’s Is Raking in Money. What About Its Employees?,2020-05-03,article,Op-Ed,,"['Workplace Hazards and Violations', 'Wages and Salaries', 'Minimum Wage', 'Coronavirus (2019-nCoV)', 'Hispanic-Americans', 'Strikes', 'Pizza', 'Delivery Services', 'Protective Clothing and Gear', 'your-feed-opinionvideo']"
How Coronavirus Shifted the Stakes of Teenage Rebellion,2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'Teenagers and Adolescence', 'Families and Family Life', 'Quarantines', 'Parenting', 'Children and Childhood', 'Curfews']"
An Accidental Navy Chief Steers His Service Through a Storm,2020-05-01,article,News,,"['Aircraft Carriers', 'USS Theodore Roosevelt (CVN-71) (Ship)', 'United States Defense and Military Forces', 'United States Politics and Government']"
When Does a Small Business File for Bankruptcy? And 8 More Questions,2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Small Business', 'Bankruptcies', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Credit and Debt']"
This Snickerdoodle in Poundcake Form Is Your Next Baking Project,2020-05-01,article,News,,"['Quarantine (Life and Culture)', 'Cooking and Cookbooks', 'Bakeries and Baked Products']"
Will New N.C.A.A. Rules Really Keep Agents and Boosters at Bay?,2020-05-01,article,News,,"['Football (College)', 'Basketball (College)', 'College Athletics', 'AMATEUR ATHLETICS']"
Closing Number of a Musical,2020-05-01,article,News,,['Crossword Puzzles']
Eyeballs,2020-05-01,article,News,,[]
Film Club: ‘What My Spacewalk Taught Me About Isolation’,2020-05-01,article,News,,[]
New York Closes Schools Through End of Academic Year,2020-05-01,article,News,,['Coronavirus (2019-nCoV)']
"May: The Month That Sports, Kind of, Come Back",2020-05-01,article,News,,"['Tennis', 'Baseball', 'Horse Racing', 'Mixed Martial Arts', 'Automobile Racing', 'Soccer', 'Track and Field']"
‘All Day and a Night’ Review: Growth Behind Bars,2020-05-01,article,Review,,['Movies']
"For Most Food Stamp Users, Online Shopping Isn’t an Option",2020-05-01,article,News,,"['Shopping and Retail', 'E-Commerce', 'Supermarkets and Grocery Stores', 'Coronavirus (2019-nCoV)', 'Food Stamps']"
Why Americans Need a Guaranteed Income,2020-05-01,article,Op-Ed,,"['Income', 'Income Inequality', 'United States Economy']"
"Helen McGehee, a Martha Graham Dancer and Teacher, Dies at 98",2020-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Dancing']"
"Marvin Schick, Advocate for the Orthodox Community, Dies at 85",2020-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Jews and Judaism', 'Private and Sectarian Schools', 'Politics and Government']"
Olympic Gymnast Recalls Emotional Abuse ‘So Twisted That I Thought It Couldn’t Be Real’,2020-05-01,article,News,,"['Gymnastics', 'Coaches and Managers', 'Child Abuse and Neglect', 'Olympic Games (2016)']"
"As More States Reopen, Protesters Chafe at Restrictions",2020-05-01,article,News,,['Coronavirus (2019-nCoV)']
"Making Space in Marriage, Even as the Walls Close In",2020-05-01,article,News,,"['Love (Emotion)', 'Marriages', 'Burning Man Festival']"
Bored at Work? The Solution Involves a Small Orange Man,2020-05-01,article,News,,"['Work-Life Balance', 'Careers and Professions', 'Workplace Environment', 'your-feed-selfcare']"
The Big Impact of a Small Hobby,2020-05-01,article,News,,"['Unemployment', 'Anxiety and Stress', 'Art', 'Layoffs and Job Reductions', 'Hobbies', 'Cortisol (Hormone)', 'Coronavirus (2019-nCoV)']"
Barr Defends Response to Virus in Stormy Twitter Session,2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Prisons and Prisoners', 'Frauds and Swindling', 'Attorneys General', 'Civil Rights and Liberties']"
Setback for Harry and Meghan in Legal Battle With U.K. Tabloids,2020-05-01,article,News,,"['Suits and Litigation (Civil)', 'Newspapers']"
A Suicide Highlighting the Stresses Doctors Face,2020-05-01,article,Letter,,"['Coronavirus (2019-nCoV)', 'Suicides and Suicide Attempts', 'Doctors', 'Nursing Homes', 'Anxiety and Stress', 'Education (K-12)']"
Canada Bans Assault Weapons in Wake of Deadly Mass Shooting,2020-05-01,article,News,,"['Politics and Government', 'Gun Control', 'Nova Scotia, Canada, Shooting (April, 2020)', 'Mass Shootings']"
"Zev Buffman, Prolific Theatrical Producer, Is Dead at 89",2020-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Theater']"
Will Biden Play by the Rules?,2020-05-01,article,Op-Ed,,"['Sexual Harassment', 'Presidential Election of 2020', 'United States Politics and Government', '#MeToo Movement']"
Tara Reade’s Sexual Assault Claim Against Joe Biden,2020-05-01,article,Letter,,"['Presidential Election of 2020', '#MeToo Movement', 'United States Politics and Government']"
Job Interviews Are Broken. There’s a Way to Fix Them.,2020-05-01,article,News,,"['Hiring and Promotion', 'Careers and Professions', 'Draft and Recruitment (Sports)']"
Antarctica vs. Science,2020-05-02,article,News,,"['Science and Technology', 'Research', 'Ice', 'ACCIDENTS AND SAFETY', 'Meteors and Meteorites', 'Engineering and Engineers', 'your-feed-science']"
Your Life or Your Livelihood: Americans Wrestle With Impossible Choice,2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'Unemployment Insurance', 'Labor and Jobs', 'Shutdowns (Institutional)', 'Unemployment']"
"Pompeo Ties Coronavirus to China Lab, Despite Spy Agencies’ Uncertainty",2020-05-03,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'United States International Relations', 'Espionage and Intelligence Services', 'Classified Information and State Secrets', 'Laboratories and Scientific Equipment', 'Epidemics']"
Eyeballs,2020-05-01,article,News,,[]
Film Club: ‘What My Spacewalk Taught Me About Isolation’,2020-05-01,article,News,,[]
Closing Number of a Musical,2020-05-01,article,News,,['Crossword Puzzles']
Disruptions Add to Risks for Athletes With Eating Disorders,2020-05-03,article,News,,"['Eating Disorders', 'Coronavirus (2019-nCoV)']"
"Zev Buffman, Prolific Theatrical Producer, Is Dead at 89",2020-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Theater']"
Streets Should Be Car-Free During Lockdown. And After.,2020-05-01,article,News,,"['ARCHITECTURE', 'Urban Areas', 'Coronavirus (2019-nCoV)', 'Cholera', 'AREA PLANNING AND RENEWAL', 'City Councils']"
"More Readers, Fewer Ads: Britain’s Local Newspapers Are Struggling",2020-05-03,article,News,,"['Online Advertising', 'ADVERTISING AND MARKETING', 'Newspapers', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'News and News Media']"
This Snickerdoodle in Poundcake Form Is Your Next Baking Project,2020-05-01,article,News,,"['Quarantine (Life and Culture)', 'Cooking and Cookbooks', 'Bakeries and Baked Products']"
"At New York’s ‘Museums of Plants,’ the Art Is Blooming Lonely",2020-05-01,article,News,,"['Gardens and Gardening', 'Flowers and Plants', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']"
A New Companion for Your Morning,2020-05-03,article,News,,"['Newsletters', 'E-Mail']"
How a Food Bank Manager Spends His Sundays,2020-05-01,article,News,,"['Food', 'Quarantine (Life and Culture)', 'Food Banks and Pantries', 'Coronavirus (2019-nCoV)']"
N.F.L. Players Union Will Review Disability Benefits,2020-05-02,article,News,,"['Disability Insurance', 'Football', 'Organized Labor']"
The New Saturday Night,2020-05-01,multimedia,Interactive Feature,,"['Photography', 'Quarantines', 'Quarantine (Life and Culture)']"
Disruptions Add to Risks for Athletes With Eating Disorders,2020-05-03,article,News,,"['Eating Disorders', 'Coronavirus (2019-nCoV)']"
"Zev Buffman, Prolific Theatrical Producer, Is Dead at 89",2020-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Theater']"
Kashmir Gun Battle Kills at Least 7,2020-05-03,article,News,,"['Defense and Military Forces', 'Deaths (Fatalities)', 'Kidnapping and Hostages']"
Streets Should Be Car-Free During Lockdown. And After.,2020-05-01,article,News,,"['ARCHITECTURE', 'Urban Areas', 'Coronavirus (2019-nCoV)', 'Cholera', 'AREA PLANNING AND RENEWAL', 'City Councils']"
"More Readers, Fewer Ads: Britain’s Local Newspapers Are Struggling",2020-05-03,article,News,,"['Online Advertising', 'ADVERTISING AND MARKETING', 'Newspapers', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'News and News Media']"
This Snickerdoodle in Poundcake Form Is Your Next Baking Project,2020-05-01,article,News,,"['Quarantine (Life and Culture)', 'Cooking and Cookbooks', 'Bakeries and Baked Products']"
"At New York’s ‘Museums of Plants,’ the Art Is Blooming Lonely",2020-05-01,article,News,,"['Gardens and Gardening', 'Flowers and Plants', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']"
A New Companion for Your Morning,2020-05-03,article,News,,"['Newsletters', 'E-Mail']"
Beirut’s Nightlife Survived Civil War. Can It Withstand Pandemic?,2020-05-03,article,News,,"['Bars and Nightclubs', 'Coronavirus (2019-nCoV)', 'Disc Jockeys', 'Quarantines', 'Quarantine (Life and Culture)']"
How a Food Bank Manager Spends His Sundays,2020-05-01,article,News,,"['Food', 'Quarantine (Life and Culture)', 'Food Banks and Pantries', 'Coronavirus (2019-nCoV)']"
"As Putin Dallies, Russia’s Small Businesses Are Withering Away",2020-05-03,article,News,,"['Oil (Petroleum) and Gasoline', 'Coronavirus (2019-nCoV)', 'Small Business', 'Politics and Government']"
How to Also Keep Your Car Healthy,2020-05-01,article,News,,"['Automobiles', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Protective Clothing and Gear']"
Streets Should Be Car-Free During Lockdown. And After.,2020-05-01,article,News,,"['ARCHITECTURE', 'Urban Areas', 'Coronavirus (2019-nCoV)', 'Cholera', 'AREA PLANNING AND RENEWAL', 'City Councils']"
"More Readers, Fewer Ads: Britain’s Local Newspapers Are Struggling",2020-05-03,article,News,,"['Online Advertising', 'ADVERTISING AND MARKETING', 'Newspapers', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'News and News Media']"
Trump Moves to Replace Watchdog Who Identified Critical Medical Shortages,2020-05-02,article,News,,"['Coronavirus (2019-nCoV)', 'Inspectors General', 'Ventilators (Medical)', 'Medical Devices', 'Tests (Medical)', 'Protective Clothing and Gear', 'Shortages', 'APPOINTMENTS AND EXECUTIVE CHANGES', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
Art Biennials Were Testing Grounds. Now They Are Being Tested.,2020-05-01,article,News,,"['Art', 'Conventions, Fairs and Trade Shows', 'Festivals', 'Coronavirus (2019-nCoV)', 'Quarantines']"
"Trump Foresees Virus Death Toll as High as 100,000 in the United States",2020-05-03,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Deaths (Fatalities)']"
"Health Savings Accounts Add Options in Pandemic, Including Telehealth",2020-05-01,article,News,,"['Health Insurance and Managed Care', 'Tax Credits, Deductions and Exemptions', 'Coronavirus (2019-nCoV)', 'Savings', 'Personal Finances', 'Telemedicine']"
What’s on TV Sunday: ‘Billions’ and ‘Westworld’,2020-05-03,article,News,,"['Movies', 'Television']"
The Week in Business: Who’s Ready to Go Shopping?,2020-05-03,article,News,,"['United States Economy', 'Coronavirus (2019-nCoV)', 'Labor and Jobs', 'Unemployment']"
‘I Could Solve Most of Your Problems’: Eric Schmidt’s Pentagon Offensive,2020-05-02,article,News,,"['United States Defense and Military Forces', 'ARTIFICIAL INTELLIGENCE', 'Cyberwarfare and Defense', 'Cloud Computing', 'United States Politics and Government', 'Conflicts of Interest']"
"Blood Samples, Vital for Antibody Tests, Sold at Exorbitant Rates",2020-05-01,article,News,,"['Tests (Medical)', 'Blood Donation', 'Coronavirus (2019-nCoV)', 'Laboratories and Scientific Equipment', 'Antibodies']"
Canada Bans Assault Weapons in Wake of Deadly Mass Shooting,2020-05-01,article,News,,"['Politics and Government', 'Gun Control', 'Nova Scotia, Canada, Shooting (April, 2020)', 'Mass Shootings']"
Track Where Your Money Goes,2020-05-02,article,News,,"['Banking and Financial Institutions', 'Personal Finances', 'Savings']"
"U.K. Virus Tests Surpass Target, but Britain’s Deaths May Overtake Italy’s",2020-05-01,article,News,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)']"
"Matty Simmons, a Force Behind ‘Animal House,’ Is Dead at 93",2020-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Magazines', 'Comedy and Humor', 'Movies']"
"The Allegation Is Against Joe Biden, but the Burden Is on Women",2020-05-02,article,News,,"['Sexual Harassment', 'Presidential Election of 2020', 'Women and Girls', '#MeToo Movement']"
Biden Denies Tara Reade’s Assault Allegation: ‘It Never Happened’,2020-05-01,article,News,,"['Sexual Harassment', 'Sex Crimes', 'Presidential Election of 2020', '#MeToo Movement', 'United States Politics and Government']"
The Healing Power of Baseball,2020-05-01,article,News,,"['Baseball', 'Coronavirus (2019-nCoV)', 'Epidemics', 'World Series', 'September 11 (2001)', 'World War II (1939-45)', 'Quarantines', 'Influenza']"
