headline,date,doc_type,material_type,section,keywords
"Americans Are Afraid. Not for Themselves, but for the Country.",2020-11-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Democracy (Theory and Philosophy)', 'Voting and Voters']"
"Nikki McKibbin, ‘American Idol’ Finalist, Dies at 42",2020-11-01,article,News,,"['Deaths (Obituaries)', 'Music', 'Television']"
"Lesson of the Day: Learning With The Times’s ‘Family, Interrupted’ Series",2020-11-03,article,News,,[]
Tiny Love Stories: ‘We Call Ourselves the Smalls’,2020-11-03,article,News,,"['Love (Emotion)', 'Modern Love (Times Column)', 'Dating and Relationships']"
Dozens Killed in Ethiopia in Schoolyard Massacre,2020-11-03,article,News,,"['Race and Ethnicity', 'Politics and Government', 'Deaths (Fatalities)', 'War and Armed Conflicts']"
Quotation of the Day: Tracing Now All but Impossible as Outbreaks Tear Through U.S.,2020-11-01,article,News,,[]
It Was Election Day Eve and All Through the House …,2020-11-02,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Elections, Senate', 'Global Warming', 'United Nations Framework Convention on Climate Change']"
"Preaching or Avoiding Politics, Conservative Churches Walk a Delicate Line",2020-11-01,article,News,,"['Ministers (Protestant)', 'Presidential Election of 2020', 'Christians and Christianity', 'Endorsements', 'Religion-State Relations']"
"In Hunt for Virus Source, W.H.O. Let China Take Charge",2020-11-02,article,News,,"['Coronavirus (2019-nCoV)', 'Wildlife Trade and Poaching', 'Rumors and Misinformation', 'International Relations', 'United States International Relations', 'Conspiracy Theories', 'Research']"
"Almost Like Clockwork, Talk of a Military Coup Follows Thai Protests",2020-11-02,article,News,,"['Defense and Military Forces', ""Coups D'Etat and Attempted Coups D'Etat"", 'Royal Families', 'Demonstrations, Protests and Riots', 'Income Inequality', 'Draft and Recruitment (Military)', 'Politics and Government']"
Can Raphael Warnock Go From the Pulpit to the Senate?,2020-11-01,article,News,,"['Elections, Senate']"
Fact-Checking Trump’s Claim That He ‘Prepaid Millions’ in Income Taxes,2020-11-03,article,News,,"['Trump Tax Returns', 'Income Tax', 'Rebates and Refunds', 'United States Politics and Government']"
Lesson of the Day: ‘Lil Buck Feels the Dancing Spirit All Over Again’,2020-11-02,article,News,,[]
I’m a Democracy Expert. I Never Thought We’d Be So Close to a Breakdown.,2020-11-01,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Corruption (Institutional)', 'Constitution (US)', 'State Legislatures', 'Voting Rights Act (1965)', 'Electoral College']"
Two Presidential Candidates Detained as They File to Run in Uganda,2020-11-03,article,News,,"['Politics and Government', 'Political Prisoners', 'Elections']"
"If Restaurants Go, What Happens to Cities?",2020-11-03,article,News,,"['Urban Areas', 'Restaurants', 'Bars and Nightclubs', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Population', 'Economic Conditions and Trends', 'Quarantine (Life and Culture)']"
"Georgia’s governor went into quarantine on Friday. On Tuesday, he voted.",2020-11-03,article,News,,[]
Migrant Families Were Confused When U.S. Expelled Children Into Mexico,2020-11-03,article,News,,"['Immigration and Emigration', 'Asylum, Right of', 'Coronavirus (2019-nCoV)']"
Are You Going Home for Thanksgiving?,2020-11-02,article,News,,"['Education (K-12)', 'Colleges and Universities', 'Thanksgiving Day']"
"Undeterred by Pandemic, Americans Prepare to Deliver Verdict on Trump",2020-11-03,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'United States Politics and Government']"
How Long Is This Going to Take? Americans Settle In to Wait,2020-11-03,article,News,,"['Presidential Election of 2020', 'Anxiety and Stress', 'Absentee Voting']"
"Dementia ‘Took Its Toll’ on Sean Connery, Wife Says",2020-11-02,article,News,,"['Movies', 'Bond, James (Fictional Character)', 'ACTORS AND ACTRESSES', 'Dementia']"
Patrick Mahomes and Chiefs Pile Onto Jets’ Woes,2020-11-01,article,News,,['Football']
An armed man is arrested outside a North Carolina polling place.,2020-11-03,article,News,,[]
"On ‘S.N.L.’, Jim Carrey Reads a Spooky Election Update of ‘The Raven’",2020-11-01,article,News,,['Television']
"City Pages, the Alt-Weekly Where Music Writing Reigned Supreme",2020-11-02,article,News,,"['Writing and Writers', 'Newspapers', 'News and News Media', 'Music']"
Our Most Dangerous Weeks Are Ahead,2020-11-01,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2020']"
"In a Swing County in a Swing State, the Verdict Is In: It’s Going to Be Close",2020-11-02,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion']"
Quotation of the Day: ‘It’s Just Crazy’,2020-11-03,article,Quote,,[]
"As U.S. Votes, a Village in India Prays for Kamala Harris",2020-11-03,article,News,,['Presidential Election of 2020']
"Steelers’ Unbeaten Streak Comes Down to Ravens’ Last, Best Play",2020-11-01,article,News,,['Football']
"As Voting Nears End, Battle Intensifies Over Which Ballots Will Count",2020-11-03,article,News,,"['Presidential Election of 2020', 'Absentee Voting', 'United States Politics and Government', 'Voter Fraud (Election Fraud)']"
Ivory Coast President Wins Third Term in Disputed Vote,2020-11-03,article,News,,['Presidential Elections (US)']
Dishonesty Has Defined the Trump Presidency. The Consequences Could Be Lasting.,2020-11-01,article,News Analysis,,"['United States Politics and Government', 'Presidents and Presidency (US)', 'Presidential Election of 2020', 'Rumors and Misinformation']"
What Happens if Neither Trump Nor Biden Concedes?,2020-11-01,article,Op-Ed,,"['Presidential Election of 2020', 'Presidential Elections (US)', 'Democracy (Theory and Philosophy)', 'State Legislatures']"
Don’t Eat the Breakfast Cereal. It’s Made of Plastic.,2020-11-01,article,Review,,"['Quarantine (Life and Culture)', 'Plastic Bags', 'Theater', 'Art', 'Puppets']"
North Carolina says it will keep a handful of polls open late.,2020-11-03,article,News,,[]
Peak Anxiety? Here Are 10 Ways to Calm Down,2020-11-02,article,News,,"['Content Type: Service', 'Anxiety and Stress', 'Meditation', 'Psychology and Psychologists', 'Aromatherapy', 'Mental Health and Disorders', 'Cortisol (Hormone)']"
What to Cook This Week,2020-11-01,article,News,,"['Quarantine (Life and Culture)', 'Cooking and Cookbooks']"
YouTube Cut Down Misinformation. Then It Boosted Fox News.,2020-11-03,article,News,,"['News and News Media', 'Rumors and Misinformation', 'Social Media', 'Computers and the Internet', 'Presidential Election of 2020', 'Television']"
San Francisco Reinstates Winning Design for Maya Angelou Monument,2020-11-03,article,News,,"['Black People', 'Blacks', 'Art', 'Monuments and Memorials (Structures)']"
New York City’s underground subway businesses are in deep trouble.,2020-11-03,article,News,,['internal-essential']
A Florida feat: One precinct in Orlando reports 105 percent turnout.,2020-11-03,article,News,,['Voter Registration and Requirements']
How to Worry More Mindfully,2020-11-02,article,News,,"['Content Type: Service', 'Psychology and Psychologists', 'Anxiety and Stress', 'Quarantine (Life and Culture)']"
Comfort Food Recipes to Help You Feel Better,2020-11-02,article,News,,"['Cooking and Cookbooks', 'Cheese', 'Presidential Election of 2020', 'Carbohydrates']"
A judge ordered an immediate sweep of 12 postal districts to look for undelivered ballots.,2020-11-03,article,News,,[]
"As the Virus Rages, Some Are Convinced It’s Too Late to Stop It",2020-11-02,article,News,,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Masks']"
Got Worries? Make Newspaper Dolls to Catch Them,2020-11-01,article,News,,"['Quarantine (Life and Culture)', 'Dolls', 'Handicrafts']"
The Atlantic Retracts Ruth Shalit Barrett Article on Niche Sports,2020-11-01,article,News,,"['Rumors and Misinformation', 'Plagiarism', 'Magazines', 'News and News Media', 'Athletics and Sports']"
Word + Quiz: schema,2020-11-02,article,News,,[]
The One Pollster in America Who Is Sure Trump Is Going to Win,2020-11-03,article,News,,"['Polls and Public Opinion', 'Presidential Election of 2020', 'Voting and Voters', 'Content Type: Personal Profile', 'United States Politics and Government']"
Terrorist Shooting in Capital of Austria,2020-11-02,article,News,,[]
"Tearful Voters, Dueling Dogs, Endless Nights: Campaign Moments Our Reporters Won’t Forget",2020-11-03,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'News and News Media']"
Vehicles flying Trump flags try to force a Biden-Harris campaign bus off a highway in Texas.,2020-11-01,article,News,,[]
Recent Commercial Real Estate Transactions,2020-11-03,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
"Gunmen Storm Kabul University, Killing at Least 19",2020-11-02,article,News,,"['Terrorism', 'Civilian Casualties', 'Colleges and Universities', 'School Shootings and Armed Attacks']"
Mount Everest Empties as Covid-19 Strikes Tourism in Nepal,2020-11-02,article,News,,"['Mountaineering', 'Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Remittances', 'Shutdowns (Institutional)', 'Economic Conditions and Trends']"
"Betty Dodson, Women’s Guru of Self-Pleasure, Dies at 91",2020-11-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Sex', 'Women and Girls', ""Women's Rights"", 'Vagina']"
Kids’ Graphic Novels That Turn the Superhero Genre on Its Head,2020-11-01,article,Review,,"['Books and Literature', 'Children and Childhood', 'Comic Books and Strips', 'Graphic Novels']"
‘We’re in for a whole lot of hurt.’ Fauci’s comments infuriate the White House.,2020-11-01,article,News,,[]
‘Jeopardy!’ Greats Who Battled for Top Title Get a New Game Show,2020-11-02,article,News,,"['Television', 'Contests and Prizes']"
"A nation on edge: On Election Day, fears of unrest are palpable.",2020-11-03,article,News,,[]
"China Envisions a New Hong Kong, Firmly Under Its Control",2020-11-03,article,News,,"['Politics and Government', 'International Trade and World Market', 'Shopping and Retail', 'Corporate Taxes', 'Income Tax', 'Tax Shelters', 'Travel and Vacations', 'Luxury Goods and Services']"
"Texas Supreme Court Denies G.O.P. Push to Throw Out 127,000 Votes",2020-11-01,article,News,,"['Voting and Voters', 'Presidential Election of 2020', 'Suits and Litigation (Civil)', 'Supreme Courts (State)']"
"Vienna, U.S. Election, Covid-19: Your Tuesday Briefing",2020-11-03,article,briefing,,[]
Why Are Republicans So Afraid of Voters?,2020-11-01,article,Editorial,,"['Voter Registration and Requirements', 'Absentee Voting', 'Black People', 'Blacks', 'Presidential Election of 2020', 'United States Politics and Government', 'Voting Rights Act (1965)', 'Redistricting and Reapportionment', 'Voter Fraud (Election Fraud)']"
"After Twitter Labels Trump’s Tweet About Pennsylvania, Its Spread Slows",2020-11-03,article,News,,"['Rumors and Misinformation', 'Presidential Election of 2020', 'Social Media', 'Absentee Voting']"
The Virus Rate in One Area Plummeted. Experts Wonder Why.,2020-11-02,article,briefing,,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Museums', 'Espionage and Intelligence Services']"
"‘We are entering the most concerning and most deadly phase of this pandemic,’ Birx wrote in a White House memo.",2020-11-03,article,News,,['internal-essential']
"99.7 million Americans have already voted, nearly three-quarters of 2016’s total.",2020-11-02,article,News,,[]
"Old New York Flavor, in a Jar",2020-11-02,article,News,,['Sauces']
This Is It. Here’s What I’m Watching.,2020-11-03,article,News,,['Presidential Election of 2020']
What the Heck Is That?,2020-11-02,article,News,,['Crossword Puzzles']
Stop. Don’t Share That Election Rumor.,2020-11-03,article,News,,"['Presidential Election of 2020', 'Computers and the Internet', 'Social Media', 'Rumors and Misinformation']"
"Bobby Ball, Half of a Hit British Comedy Duo, Dies at 76",2020-11-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Coronavirus (2019-nCoV)', 'Comedy and Humor', 'Television']"
North Carolina expects few votes to remain uncounted on election night.,2020-11-02,article,News,,[]
"This Election Week, Revisit the Constitution, Then Soothe Your Stressed Mind",2020-11-01,article,News,,"['Quarantine (Life and Culture)', 'Theater', 'Dancing', 'Meditation', 'Music', 'Classical Music', 'Art']"
"In the Messiest Contested Election, One Man Saved the System From Itself",2020-11-03,article,News,,"['Voter Fraud (Election Fraud)', 'Elections, House of Representatives', 'United States Politics and Government', 'Politics and Government', 'Inaugurations', 'Constitution (US)', 'Primaries and Caucuses', 'Presidential Election of 2000']"
"Win or Lose, Trump and Biden’s Parties Will Plunge Into Uncertainty",2020-11-02,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Conservatism (US Politics)', 'Liberalism (US Politics)']"
Biden is in Pennsylvania. Trump is in Washington. Here’s what the candidates are doing today.,2020-11-03,article,News,,[]
"What to Expect From Facebook, Twitter and YouTube on Election Day",2020-11-02,article,News,,"['Presidential Election of 2020', 'Social Media', 'Political Advertising', 'Rumors and Misinformation']"
"In a Hot Election, the Cool-Headed Associated Press Takes Center Stage",2020-11-02,article,News,,"['Presidential Election of 2020', 'News and News Media', 'United States Politics and Government']"
An Election Day Cheat Sheet to Voting,2020-11-03,article,briefing,,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)', 'Elections, State Legislature', 'Absentee Voting']"
Misinformation Peddlers Start Early on Election Day,2020-11-03,article,News,,"['Presidential Election of 2020', 'Rumors and Misinformation', 'Polls and Public Opinion', 'United States Politics and Government', 'Social Media']"
Freaking Out? Here Are 5 Ways to Ward Off Election Anxiety,2020-11-03,article,Op-Ed,,"['Anxiety and Stress', 'Presidential Elections (US)']"
Britain’s leader faces a growing revolt over his virus policy.,2020-11-03,article,News,,['internal-essential']
An Election Day Message From R.B.G.’s Neighbor,2020-11-03,article,Op-Ed,,['United States Politics and Government']
"In high-turnout New Hampshire, voters line up in the snow as the polls open.",2020-11-03,article,News,,[]
Virus Rate Fell to 2% From 34% in One Area. But Did Anything Change?,2020-11-02,article,News,,"['Coronavirus (2019-nCoV)', 'Contact Tracing (Public Health)', 'Tests (Medical)', 'Shutdowns (Institutional)', 'Jews and Judaism', 'Disease Rates', 'Hasidism']"
Facing Election Day anxiety? Consider deleting some apps and going for a walk.,2020-11-03,article,News,,[]
Jimmy Fallon’s ‘Tonight Show’ Gets a New Showrunner. Again.,2020-11-02,article,News,,"['Television', 'Appointments and Executive Changes']"
"In an Arizona border city, no Biden but long memories on Trump.",2020-11-02,article,News,,[]
Here is what we’re watching for tonight in terms of timing.,2020-11-03,article,News,,[]
"A Local’s Tour of Asturias, Spain’s ‘Natural Paradise’",2020-11-02,article,News,,"['Travel and Vacations', 'Rural Areas', 'National Parks, Monuments and Seashores', 'Trees and Shrubs', 'Cider']"
Poems From the Trump Campaign,2020-11-03,article,Op-Ed,,['Poetry and Poets']
A Chocolate Maker Takes a New Path,2020-11-02,article,News,,['Chocolate']
Looking for Job Advice? Try TikTok,2020-11-02,article,News,,"['Careers and Professions', 'Social Media']"
"Armed with gloves and disinfectant, Americans vote while guarding against a resurgent virus.",2020-11-03,article,News,,[]
Election Day in California,2020-11-03,article,briefing,,"['Presidential Elections (US)', 'Presidential Election of 2020']"
Can Biden Regain Lost Ground With Latinos?,2020-11-03,article,News,,"['Presidential Election of 2020', 'Hispanic-Americans', 'Presidential Election of 2016', 'Cuban-Americans', 'Voting and Voters']"
These kids are (way) too young to vote. But they made us smile.,2020-11-03,article,News,,[]
How Gillian Welch and David Rawlings Held Onto Optimism,2020-11-03,article,News,,"['Quarantine (Life and Culture)', 'Folk Music', 'Country Music']"
Sarah Cooper Is Tired of Being Donald Trump,2020-11-02,article,Op-Ed,,"['Comedy and Humor', 'Television', 'Presidential Election of 2020', 'United States Politics and Government']"
Ian Bostridge on Schubert’s Hidden Depths,2020-11-03,article,News,,['Classical Music']
Homes That Sold for Around $1 Million,2020-11-01,article,News,,['Real Estate and Housing (Residential)']
Joe Biden’s 2020,2020-11-03,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Coronavirus (2019-nCoV)']"
David Henry Hwang’s ‘M. Butterfly’ Followup: ‘M. Turkey’,2020-11-01,article,News,,"['Theater', 'Asian-Americans']"
The Times has been tracking delays in mail delivery. Last week was one of the slowest to date.,2020-11-02,article,News,,[]
Tests Show Genetic Signature of Virus That May Have Infected President Trump,2020-11-01,article,News,,"['White House Coronavirus Outbreak (2020)', 'Coronavirus (2019-nCoV)', 'Contact Tracing (Public Health)', 'Genetics and Heredity', 'United States Politics and Government', 'Research', 'your-feed-healthcare', 'your-feed-science']"
Spirit Yourself Away for a Sip or Two,2020-11-02,article,News,,"['Cocktails and Mixed Drinks', 'Cooking and Cookbooks']"
How to Survive Your Election Day Anxiety,2020-11-03,article,News,,"['Anxiety and Stress', 'Content Type: Service', 'Depression (Mental)', 'Mental Health and Disorders', 'Presidential Election of 2020', 'Social Media', 'News and News Media']"
"Election Day, Austria, Comic Relief: Your Tuesday Evening Briefing",2020-11-03,article,briefing,,[]
He Already Saw the Election as Good vs. Evil. Then His Tractor Burned.,2020-11-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Rural Areas', 'Agriculture and Farming', 'Vandalism', 'ARSON']"
"New & Noteworthy, From the Harlem Renaissance to a History of Magic",2020-11-03,article,News,,['Books and Literature']
"Ahead of Election, Police Prepare for Violence and Disruption",2020-11-01,article,News,,"['United States Politics and Government', 'Presidential Election of 2020', 'Right-Wing Extremism and Alt-Right', 'Police', 'Demonstrations, Protests and Riots']"
"A Biting Send-Up of Race Relations — and a Tender, Funny Middle Grade Novel",2020-11-02,article,Review,,['Books and Literature']
A Frozen Celebration of December Holidays,2020-11-02,article,News,,['Ice Cream and Frozen Desserts']
"Two Women and 10,000 Miles on the Road to Suffrage",2020-11-01,article,Op-Ed,,"['Voting and Voters', 'Nineteenth Amendment (US Constitution)', ""Women's Rights""]"
"Signs Get Snatched, Kicked, Burned as Political Battle Reaches the Front Lawn",2020-11-01,article,News,,"['Presidential Election of 2020', 'Vandalism', 'Robberies and Thefts']"
"John Elway, the football Hall of Famer and Denver Broncos general manager, has tested positive for the virus.",2020-11-03,article,News,,['internal-essential']
What Wall Street will be watching as votes are counted.,2020-11-03,article,News,,[]
Photos From The 1960s: Black Americans Voting For the First Time,2020-11-03,article,News,,"['Black People', 'Blacks', 'Presidential Election of 2020', 'Black Lives Matter Movement', 'Voting Rights Act (1965)']"
Shirley Hazzard’s Stories Observe Pain and Disappointment With a Witty Intelligence,2020-11-02,article,Review,,['Books and Literature']
Battleground States See the Most Voting Misinformation,2020-11-02,article,News,,"['Rumors and Misinformation', 'Presidential Election of 2020', 'Absentee Voting', 'Voter Fraud (Election Fraud)']"
"With election and jobs report as a backdrop, the Fed will get its turn this week.",2020-11-03,article,News,,[]
California’s Role in Historic Voter Turnout,2020-11-02,article,briefing,,[]
Wisconsin Football Cancels Over Virus Cases. Again.,2020-11-03,article,News,,"['Football (College)', 'College Athletics', 'Coronavirus (2019-nCoV)']"
Hundreds Die at Sea Off Senegal’s Coast on a Perilous Route to Europe,2020-11-03,article,News,,"['Middle East and Africa Migrant Crisis', 'Drownings', 'Maritime Accidents and Safety']"
Pregnant Women Face Increased Risks From Covid-19,2020-11-02,article,News,,"['Pregnancy and Childbirth', 'Women and Girls', 'Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'Research', 'your-feed-healthcare']"
The 2020 Vote Preferences of 102 Common First Names,2020-11-02,article,News,,"['Presidential Election of 2020', 'Names, Personal']"
"A record early vote, and last-minute lawsuits, mark the end of a campaign transformed by the pandemic.",2020-11-02,article,News,,[]
Your Monday Briefing,2020-11-01,article,briefing,,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']"
"At a refugee camp at the U.S.-Mexico border, prospective migrants hope for a Biden win.",2020-11-03,article,News,,[]
"‘I feel very good,’ President Trump tells campaign workers during an Election Day visit to a Republican office.",2020-11-03,article,News,,[]
Michigan officials warn of robocalls meant to mislead residents in Flint.,2020-11-03,article,News,,[]
"Welcome to November. For Trump, the October Surprise Never Came.",2020-11-01,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)']"
How will turnout compare to last time? Four states already have more votes than they did in 2016.,2020-11-03,article,News,,[]
"Taxes, Heroin and Statehood: A Glimpse Into This Year’s Ballot Measures",2020-11-02,article,News,,"['Referendums', 'Taxation', 'Law and Legislation']"
"Finally, a Chance for Women to Defeat Trump",2020-11-03,article,Op-Ed,,"['Presidential Election of 2020', 'Women and Girls', 'Polls and Public Opinion']"
Pursuing Leisure Activities May Not Protect Against Dementia,2020-11-03,article,News,,"['Dementia', 'Elderly', 'Leisure', 'Research']"
"Her absentee ballot missing, a Kentucky college student plans to drive 1,052 miles to vote.",2020-11-02,article,News,,[]
"In These Suburbs, Long Lines Were Good News for the President",2020-11-03,article,News,,"['Presidential Election of 2020', 'Suburbs', 'High Net Worth Individuals', 'Absentee Voting']"
Election Day: Biden visits his hometown. Trump will speak to Republicans in Virginia.,2020-11-03,article,News,,[]
The Daily: Election Day Broadcast,2020-11-03,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion', 'Voting and Voters']"
What to Expect on Election Day,2020-11-03,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Absentee Voting', 'Referendums']"
"Trump, Venezuela and the Tug-of-War Over a Strongman",2020-11-01,article,News,,"['Presidential Election of 2020', 'United States International Relations', 'Oil (Petroleum) and Gasoline', 'Embargoes and Sanctions', 'Lobbying and Lobbyists', 'Cuban-Americans']"
Trump Lives in a Hall of Mirrors and He’s Got Plenty of Company,2020-11-03,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2020', 'Rumors and Misinformation', 'Conspiracy Theories', 'Democracy (Theory and Philosophy)', 'QAnon', 'Fringe Groups and Movements']"
"On Ariana Grande’s ‘Positions,’ Intimacy Is a Topic and an Aesthetic",2020-11-03,article,Review,,['Pop and Rock Music']
"For Australians, geographic isolation is now something to embrace.",2020-11-01,article,News,,['internal-essential']
What the Last Pre-Election Polls Reveal About Where Things Stand,2020-11-03,article,News,,"['Presidential Election of 2020', 'Polls and Public Opinion']"
Nicole Krauss’s Stories Cross Boundaries of Geography and Convention,2020-11-03,article,Review,,['Books and Literature']
Kanye West votes for himself as a write-in candidate.,2020-11-03,article,News,,[]
We’ve Rarely Seen a Dinosaur Brain Like This Before,2020-11-03,article,News,,"['Dinosaurs', 'Brain', 'Animal Behavior', 'Paleontology', 'Skull (Body Part)', 'Fossils', 'Evolution (Biology)', 'Research', 'your-feed-science', 'your-feed-animals']"
What’s on TV This Week: ‘We Are Who We Are’ and Election Coverage,2020-11-02,article,News,,"['Television', 'Movies']"
Tracking Live Results on Election Night,2020-11-03,article,News,,"['Presidential Election of 2020', 'United States Politics and Government']"
"Need a Good Cry? In Mexico, a Town Picks the Best Person for the Job",2020-11-03,article,News,,"['Crying', 'Contests and Prizes', 'Quarantine (Life and Culture)', 'Funerals and Memorials', 'Death and Dying', 'Grief (Emotion)', 'Coronavirus (2019-nCoV)']"
"An English soccer star extends his efforts to feed children in need, as the government does nothing.",2020-11-02,article,News,,"['internal-essential', 'Food Insecurity', 'Children and Childhood', 'Politics and Government', 'Soccer', 'Coronavirus (2019-nCoV)', 'Quarantines']"
Vatican Clarifies Pope Francis’s Comments on Same-Sex Unions,2020-11-02,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Homosexuality and Bisexuality']"
Kylie Minogue Swoons for Prince (and Ennio Morricone),2020-11-03,article,News,,"['Pop and Rock Music', 'Content Type: Personal Profile']"
"Trump says he will declare victory ‘when there is victory, if there is victory.’",2020-11-02,article,News,,[]
Your Tuesday Briefing,2020-11-02,article,briefing,,[]
"Washington, a city on edge about the election, boards itself up.",2020-11-02,article,News,,[]
"Robert Fisk, Intrepid War Correspondent, Dies at 74",2020-11-03,article,Obituary (Obit),,"['News and News Media', 'Deaths (Obituaries)', 'War and Armed Conflicts']"
Coronavirus Study in Germany Offers Hope for Concertgoers,2020-11-03,article,News,,"['Coronavirus (2019-nCoV)', 'Research', 'Music', 'Coronavirus Risks and Safety Concerns']"
"Trump is visiting five states on Sunday, while Biden focuses on Pennsylvania.",2020-11-01,article,News,,[]
Parents in N.Y.C. Public Schools Now Face This Agonizing Choice,2020-11-02,article,News,,"['Education (K-12)', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'E-Learning', 'Teachers and School Employees']"
"After the battle for the White House ends, both parties will still face big questions.",2020-11-02,article,News,,[]
Famed Iranian Artist Under #MeToo Cloud Faces Art World Repercussions,2020-11-01,article,News,,"['Art', 'Women and Girls', ""Women's Rights"", '#MeToo Movement', 'Sexual Harassment']"
Chris Hadfield’s spirited song in space was no “oddity.”,2020-11-02,article,News,,"['International Space Station', 'Music', 'Space and Astronomy', 'International Relations', 'United States International Relations']"
Trump Backers Block Highways as Election Tensions Play Out in the Streets,2020-11-02,article,News,,"['Presidential Election of 2020', 'Demonstrations, Protests and Riots', 'Civil Rights and Liberties']"
Bail for Kyle Rittenhouse Set at $2 Million in Kenosha Protest Shooting,2020-11-02,article,News,,"['George Floyd Protests (2020)', 'Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Demonstrations, Protests and Riots']"
A Typhoon Spared the Philippine Capital. Will Manila Be So Lucky Next Time?,2020-11-01,article,News,,"['Typhoons', 'Typhoon Goni (2020)', 'Disasters and Emergencies', 'Global Warming']"
"In San Francisco, the virus is contained but schools are still closed.",2020-11-02,article,News,,['internal-essential']
Kamala Harris’s ancestral village in India offers prayers for her victory.,2020-11-03,article,News,,[]
Word + Quiz: ineluctable,2020-11-03,article,News,,[]
"In Texas, the Polls Open for a Graveyard Shift",2020-11-01,article,News,,['Presidential Election of 2020']
"‘Fargo’ Season 4, Episode 7: Down in the Dirt",2020-11-02,article,Review,,['Television']
How to Follow the Election Results,2020-11-03,article,News,,"['Presidential Election of 2020', 'Content Type: Service']"
Made a Bust,2020-11-01,article,News,,['Crossword Puzzles']
