headline,date,doc_type,material_type,section,keywords
Germany Rebukes Its Own Intelligence Agency for Criticizing Saudi Policy,2015-12-03,article,News,,"['Defense and Military Forces', 'International Relations', 'Paris Attacks (November 2015)']"
1965: Viet Cong Blast G.I. Billet,2015-12-03,article,News,,['Vietnam War']
Yemen: Red Cross Worker Is Held by Kidnappers,2015-12-02,article,Brief,,['Kidnapping and Hostages']
"Things to Do in Connecticut, Dec. 4 to 20, 2015",2015-12-03,article,Schedule,,"['Culture (Arts)', 'Art', 'Music', 'Theater', 'Museums']"
Guilty Verdict Is a Spur to Would-Be Reformers of Albany’s Political Culture,2015-12-01,article,News,,"['Ethics and Official Misconduct', 'Bribery and Kickbacks', 'Corruption (Institutional)', 'Politics and Government']"
Officer’s Lawyers Try to Shift Blame in Freddie Gray’s Death,2015-12-03,article,News,,"['Police Brutality, Misconduct and Shootings', 'Blacks', 'Black People', 'Murders, Attempted Murders and Homicides']"
Lawyers in Cosby Case Seek to Question His Wife,2015-12-03,article,News,,['Suits and Litigation (Civil)']
Your Guide to Art Basel Miami Beach,2015-12-01,article,News,,"['Travel and Vacations', 'Art', 'Art Basel Miami Beach']"
How to Wear Lingerie Outside the Bedroom (Hint: Own It),2015-12-02,article,News,,"['Fashion and Apparel', 'Lingerie and Underwear', 'Dresses', 'Pajamas']"
China Plans to Upgrade Coal Plants,2015-12-03,article,News,,"['Coal', 'Global Warming', 'Greenhouse Gas Emissions', 'Factories and Manufacturing', 'United Nations Framework Convention on Climate Change']"
"Darrelle Revis Doesn’t Practice for Jets, and Neither Does His Replacement",2015-12-02,article,News,,['Football']
N.F.L. May Vote in January on Moves to Los Angeles,2015-12-02,article,News,,"['Football', 'Stadiums and Arenas', 'Relocation of Business']"
Global Brands in Paris Look Ahead With Hope,2015-12-01,article,News,,"['Paris Attacks (November 2015)', 'Luxury Goods and Services', 'Shopping and Retail']"
New York City Aims for Vast Electric Car Fleet by 2025,2015-12-01,article,News,,['Electric and Hybrid Vehicles']
1965: Ten Years for Alabama Slayer,2015-12-02,article,News,,"['Courts and the Judiciary', 'Murders, Attempted Murders and Homicides']"
"How Often Do Mass Shootings Occur? On Average, Every Day, Records Show",2015-12-03,article,News,,"['Murders, Attempted Murders and Homicides', 'School Shootings and Armed Attacks', 'Gun Control', 'San Bernardino, Calif, Shooting (2015)']"
Supreme Court Says Woman Injured in Austria Can’t Sue in U.S.,2015-12-01,article,News,,"['Railroad Accidents and Safety', 'Suits and Litigation (Civil)']"
New Rules on Reporting Brokers’ Dismissals to Begin Dec. 12,2015-12-01,article,News,,"['Stocks and Bonds', 'Securities and Commodities Violations']"
Receding Waters in California Expose Artifacts to Plundering,2015-12-02,article,News,,"['Arts and Antiquities Looting', 'ARCHAEOLOGY AND ANTHROPOLOGY', 'Drought', 'Native Americans']"
Negative News May Alter Statin Users’ Behavior,2015-12-02,article,News,,"['Deaths (Fatalities)', 'Heart', 'News and News Media', 'Statins (Cholesterol-Lowering Drugs)']"
Whistle-Blower Complaint Directed at Whistle-Blower Group,2015-12-01,article,News,,"['Whistle-Blowers', 'Organized Labor', 'Legal Profession', 'Layoffs and Job Reductions', 'Suits and Litigation (Civil)']"
The Places They’ll Go (Thanks to ‘Master of None’),2015-12-02,article,News,,"['Web-Original Programming', 'Bars and Nightclubs', 'Restaurants', 'Television']"
Pepper Fajans Makes Brooklyn Studios for Dance a Blessed Refuge,2015-12-02,article,News,,['Dancing']
"Sofia Coppola’s Muse? Bill Murray, of Course",2015-12-02,article,News,,"['Web-Original Programming', 'Television']"
"‘Sam Phillips: The Man Who Invented Rock ’n’ Roll,’ by Peter Guralnick",2015-12-03,article,Review,,"['Books and Literature', 'Music']"
Comedian Jim Gaffigan on How to Travel With Five Kids,2015-12-01,article,Question,,"['Travel and Vacations', 'Families and Family Life', 'Comedy and Humor', 'Children and Childhood']"
Ethan Hawke: By the Book,2015-12-03,article,Question,,"['Books and Literature', 'Writing and Writers']"
"David Crane Leaves NRG, Replaced by Mauricio Gutierrez",2015-12-03,article,News,,"['Appointments and Executive Changes', 'Energy and Power']"
Works Sighted: Profiting From Mass Shootings,2015-12-03,article,News,,"['Firearms', 'Gun Control']"
Hillary Clinton to Speak at Rosa Parks Event in Alabama,2015-12-01,article,News,,"['Blacks', 'Black People', 'Civil Rights Movement (1954-68)', 'Presidential Election of 2016']"
A Group Cedes Its Bid to Revive City Opera to a Rival,2015-12-02,article,News,,['Opera']
Leonard Slatkin Stepping Down as Music Director of Detroit Symphony,2015-12-03,article,News,,['Classical Music']
First Draft Focus: Throwback Thursday — Playing the Local Game,2015-12-03,article,News,,"['Bowling', 'Elections']"
Starbucks Prospers by Keeping Pace With the Coffee Snobs,2015-12-03,article,News,,"['Coffee', 'Coffeehouses', 'Labor and Jobs', 'Mobile Applications', 'Luxury Goods and Services', 'Restaurants']"
"How Many Mass Shootings Are There, Really?",2015-12-03,article,Op-Ed,,"['Murders, Attempted Murders and Homicides', 'Gun Control', 'San Bernardino, Calif, Shooting (2015)']"
Ryan Throws Down Republican Gauntlet in Outlining House Agenda for ’16,2015-12-03,article,News,,"['United States Politics and Government', 'Federal Budget (US)', 'Law and Legislation', 'Speeches and Statements']"
The Enduring Appeal of the Flamboyant Early ’70s,2015-12-03,article,News,,['Fashion and Apparel']
Hillary Clinton Calls for Overhaul of Justice System,2015-12-01,article,News,,"['Presidential Election of 2016', 'Civil Rights Movement (1954-68)', 'Blacks', 'Black People', 'Police Brutality, Misconduct and Shootings']"
Podcast: Covering Trump,2015-12-02,article,News,,['Presidential Election of 2016']
Mark Zuckerberg’s Philanthropy Uses L.L.C. for More Control,2015-12-03,article,News,,"['Philanthropy', 'Nonprofit Organizations', 'Corporations']"
ISIS Followers in U.S. Are Diverse and Young,2015-12-01,article,News,,"['Terrorism', 'Muslim Americans', 'Paris Attacks (November 2015)']"
Adrien Brody’s Five Favorite Things,2015-12-02,article,News,,"['Fashion and Apparel', 'Art', 'Movies', 'Art Basel Miami Beach']"
"‘Steve Jobs’ Flops at Box Office, and Silicon Valley Cheers",2015-12-02,article,News,,"['Movies', 'Computers and the Internet']"
Hillary Clinton Calls for U.S. Inquiry Into Laquan McDonald Shooting,2015-12-03,article,News,,[]
Bob Ross’s Strange Afterlife,2015-12-02,article,News,,"['Television', 'Art', 'Public Broadcasting', 'Computers and the Internet', 'Video Recordings, Downloads and Streaming']"
Paul Ryan’s Whiskers Prompt Look at House Precedent,2015-12-01,article,News,,['United States Politics and Government']
"A New Sports Company Serves Up Wellness, and Sunglasses",2015-12-01,article,News,,"['Yoga', 'Sunglasses']"
Bernie Sanders’s Appeal Makes New Hampshire Pivotal Ground for Hillary Clinton,2015-12-03,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses', 'United States Politics and Government']"
German Panel Defends Effort to Trace Owners of Nazi-Looted Art,2015-12-02,article,News,,"['Arts and Antiquities Looting', 'Holocaust and the Nazi Era', 'World War II (1939-45)', 'Art']"
Submit Questions for Damon Lindelof of ‘The Leftovers’,2015-12-01,article,News,,['Television']
Karl Lagerfeld Creates a Homage to Paris in Rome,2015-12-02,article,News,,"['Fashion and Apparel', 'Paris Attacks (November 2015)']"
"Dec. 3, 2015 — Pictures of the Day",2015-12-03,article,News,,['Photography']
Paul Ryan to Lay Out His Vision of the Republican Party,2015-12-03,article,News,,['United States Politics and Government']
A Dog’s West Side Prey,2015-12-02,article,Brief,,['Dogs']
Calls Grow to Define Clinic Attacks as Domestic Terrorism,2015-12-03,article,News,,"['ABORTION', 'Terrorism']"
Sundance Expands Virtual Reality Offerings,2015-12-03,article,News,,"['Sundance Film Festival (Park City, Utah)']"
Lori Berenson Heading Home to the U.S. From Peru,2015-12-03,article,News,,"['Prisons and Prisoners', 'United States International Relations']"
Anyone but Ted Cruz,2015-12-02,article,Op-Ed,,['Presidential Election of 2016']
Witness in Insider Trading Inquiry Sentenced to 21 Days,2015-12-02,article,News,,"['Insider Trading', 'Hedge Funds', 'Sentences (Criminal)']"
"Aung San Suu Kyi and Myanmar General Meet, Taking Steps Toward Sharing Power",2015-12-02,article,News,,"['Political Prisoners', 'Defense and Military Forces', 'Elections']"
Lands’ End Updates Its Image,2015-12-01,article,News,,"['Fashion and Apparel', 'Shopping and Retail']"
"New Diabetes Cases, at Long Last, Begin to Fall in the United States",2015-12-01,article,News,,"['Diabetes', 'Diet and Nutrition', 'Medicine and Health', 'Blacks', 'Black People', 'Obesity']"
Food Companies to Add Scan Codes With More Product Details,2015-12-02,article,News,,"['Food', 'Labeling and Labels (Product)', 'Mobile Applications', 'Bar Codes', 'Smartphones']"
Mark Zuckerberg Vows to Donate 99% of His Facebook Shares for Charity,2015-12-01,article,News,,['Philanthropy']
Health Spending in U.S. Topped $3 Trillion Last Year,2015-12-02,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Drugs (Pharmaceuticals)', 'Medicare', 'Medicaid']"
Remembering a Wise Man of Paris,2015-12-03,article,News,,['Freedom of the Press']
Research Group Funded by Coca-Cola to Disband,2015-12-01,article,News,,"['Diet and Nutrition', 'Grants (Corporate and Foundation)', 'Medicine and Health', 'Obesity', 'Soft Drinks']"
What to Watch Tuesday,2015-12-01,article,Schedule,,['Television']
Senate Republicans Up for Re-Election Are Urged to Keep Distance From Donald Trump,2015-12-03,article,News,,"['Elections, Senate', 'Presidential Election of 2016']"
Nuclear Agency Says Iran Worked on Weapons Design Until 2009,2015-12-02,article,News,,"['Nuclear Weapons', 'Espionage and Intelligence Services', 'United States International Relations']"
Real Madrid Faces Expulsion From Cup Over Ineligible Player,2015-12-03,article,News,,['Soccer']
S.E.C. Charges 3 Options Traders With Spoofing,2015-12-03,article,News,,"['Regulation and Deregulation of Industry', 'Securities and Commodities Violations', 'High-Frequency and Flash Trading']"
Protection Bureau’s Stormy Path to Reform the Auto Finance Industry,2015-12-02,article,News,,"['Automobiles', 'Credit and Debt', 'Consumer Protection', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'ARBITRATION, CONCILIATION AND MEDIATION', 'Banking and Financial Institutions']"
"E.C.B. Announces Further Stimulus Measures, but Investors Are Unimpressed",2015-12-03,article,News,,"['Stocks and Bonds', 'International Trade and World Market', 'Euro (Currency)', 'Banking and Financial Institutions']"
The Curious Incident of the Duct-Taped Dog on Facebook,2015-12-01,article,News,,"['Animal Abuse, Rights and Welfare', 'Social Media', 'Dogs']"
Scope of National Security Inquiry Is Revealed ,2015-12-01,article,News,,"['Computers and the Internet', 'Privacy', 'Freedom of Speech and Expression']"
Jon Stewart and Lindsey Graham Improvise on Retirement and 9/11 Responders,2015-12-03,article,News,,"['Presidential Election of 2016', 'September 11 (2001)']"
"Review: Spike Lee’s ‘Chi-Raq,’ a Barbed Takedown of Gang Wars, With Sex as the Weapon",2015-12-03,article,Review,,['Movies']
Two New York City Workers Charged With Stealing $2.1 Million From Benefits Programs,2015-12-01,article,News,,"['Frauds and Swindling', 'Food Stamps', 'Welfare (US)']"
Four Charged in Shooting of Minneapolis Protesters,2015-12-01,article,News,,"['Assaults', 'Demonstrations, Protests and Riots', 'Blacks', 'Black People', 'Discrimination']"
"E.C.B. Expected to Expand Eurozone Stimulus, as Questions of Effects Remain",2015-12-02,article,News,,"['Banking and Financial Institutions', 'Quantitative Easing']"
Saving a Vital Patch of Olmsted’s Staten Island Eden ,2015-12-01,article,News,,"['Historic Buildings and Sites', 'Area Planning and Renewal', 'Parks and Other Recreation Areas']"
Google’s Latest Steps to Increase Its Use of Renewable Energy,2015-12-03,article,News,,"['Alternative and Renewable Energy', 'Greenhouse Gas Emissions']"
"Corrections: December 2, 2015",2015-12-02,article,News,,[]
"Life in a Japanese-American Internment Camp, via the Diary of a Young Man",2015-12-01,article,News,,"['Japanese-Americans', 'Archives and Records', 'World War II (1939-45)', 'Colleges and Universities', 'Diaries']"
A Miami Art Week Project — That Satirizes Miami Art Culture,2015-12-02,article,News,,[]
"Your Wednesday Briefing: Mark Zuckerberg, British Parliament, Yahoo",2015-12-02,article,briefing,,[]
Knicks End Losing Ways as 76ers Return to Theirs,2015-12-03,article,News,,['Basketball']
"Rushing to End Mass Shootings, Police Face Greater Danger",2015-12-01,article,News,,"['Murders, Attempted Murders and Homicides', 'School Shootings and Armed Attacks', 'Terrorism', 'Paris Attacks (November 2015)']"
A Chelsea Vintage Shop with an Undying Love for Ornaments,2015-12-02,article,News,,"['ANTIQUES', 'Christmas']"
"Dec. 1, 2015 — Pictures of the Day",2015-12-01,article,News,,[]
"Clinton Hill, Brooklyn, a Neighborhood in Transition",2015-12-02,article,News,,['Real Estate and Housing (Residential)']
Campaigns Turn to a Cheaper Medium to Get Voters’ Ears: Radio,2015-12-03,article,News,,"['Presidential Election of 2016', 'Political Advertising', 'Radio']"
Bank of England Singles Out R.B.S. and Standard Chartered in Tests,2015-12-01,article,News,,"['Banking and Financial Institutions', 'Regulation and Deregulation of Industry']"
Police Raid Townhouse of Suspect in San Bernardino Shooting,2015-12-03,article,News,,"['San Bernardino, Calif, Shooting (2015)', 'Murders, Attempted Murders and Homicides']"
A Conversation With J. D. Parker,2015-12-01,article,Interview,,"['Real Estate (Commercial)', 'Real Estate and Housing (Residential)', 'Real Estate Brokers']"
American Homes 4 Rent to Merge With Rival,2015-12-03,article,News,,"['Real Estate and Housing (Residential)', 'Mergers, Acquisitions and Divestitures']"
Best Picture Race Puts Fox in a Tight Spot,2015-12-03,article,News,,"['Movies', 'Academy Awards (Oscars)']"
Students’ Protests May Play Role in Supreme Court Case on Race in Admissions,2015-12-01,article,News,,"['AFFIRMATIVE ACTION', 'Demonstrations, Protests and Riots', 'Colleges and Universities', 'Blacks', 'Black People', 'Race and Ethnicity']"
"With Coal Industry Under Pressure, Some See Long-Term Decline",2015-12-03,article,News,,"['Coal', 'Global Warming', 'Greenhouse Gas Emissions', 'Third World and Developing Countries', 'United Nations Framework Convention on Climate Change', 'AIR POLLUTION', 'Solar Energy', 'Wind Power']"
Some Employers Insist Workers Retire at 65; Is This Legal?,2015-12-03,article,News,,"['Discrimination', 'Age, Chronological', 'Labor and Jobs']"
"Helen Mirren, Robert De Niro and More at the Gotham Independent Film Awards",2015-12-01,article,News,,"['Gotham Independent Film Awards', 'Awards, Decorations and Honors', 'Movies', 'ACTORS AND ACTRESSES']"
"Joseph F. Engelberger, a Leader of the Robot Revolution, Dies at 90",2015-12-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Robots and Robotics']"
The Dubious Carbon Budget,2015-12-01,article,Op-Ed,,"['Greenhouse Gas Emissions', 'Carbon Capture and Sequestration', 'Global Warming', 'Carbon Dioxide', 'United Nations Framework Convention on Climate Change', 'AIR POLLUTION', 'Science and Technology']"
The Murky Origins of the Largest Dinosaur Museum in the World,2015-12-02,article,News,,"['Paleontology', 'Museums', 'Fossils', 'Dinosaurs']"
Economic Report Adds to Brazil’s Mounting Woes,2015-12-02,article,News,,['Economic Conditions and Trends']
Lawyer Is Refused Boarding on La Guardia Flight After Revolving-Door Mix-Up,2015-12-01,article,News,,['AIRLINES AND AIRPLANES']
Digital Report Singles Out Fashion’s ‘Gifted’ and ‘Challenged’,2015-12-01,article,News,,['ADVERTISING AND MARKETING']
Morrissey Wins Bad Sex in Fiction Award,2015-12-02,article,News,,['Books and Literature']
"Review: In ‘The Rape of Lucretia,’ a Woman Done In by Self-Blame",2015-12-03,article,Review,,['Opera']
"After Passing Up David Price, Yankees Will Face Him With Red Sox",2015-12-01,article,News,,"['Baseball', 'Free Agents (Sports)']"
Spoiler Alert: This Island Appears in ‘Star Wars’,2015-12-01,article,News,,"['Travel and Vacations', 'Movies', 'Monasteries and Monks']"
"Marriages May Not Be Forever, but Our Obsession With Diamonds Is",2015-12-03,article,News,,"['Diamonds', 'Weddings and Engagements', 'Jewels and Jewelry', 'Marriages']"
Andreessen Horowitz to Invest in Nootropics Start-Up,2015-12-03,article,News,,"['Start-ups', 'Drugs (Pharmaceuticals)']"
Russia: Turkey Returns Pilot’s Body,2015-12-01,article,Brief,,"['Pilots', 'Aviation Accidents, Safety and Disasters', 'Defense and Military Forces']"
"The I.M.F.’s Tool, and What It Means for World Trade",2015-12-01,article,News,,"['Renminbi (Currency)', 'International Trade and World Market', 'US Dollar (Currency)', 'Gold']"
"‘Francis Bacon: Late Paintings,’ at Gagosian, Is a Vivid Narrative",2015-12-03,article,Review,,['Art']
Chicanery in Chicago,2015-12-03,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'Ethics and Official Misconduct']"
A Nation Wonders When Bloodshed Becomes Terrorism,2015-12-03,article,News,,"['Murders, Attempted Murders and Homicides', 'Terrorism', 'San Bernardino, Calif, Shooting (2015)']"
"In Spike Lee’s ‘Chi-Raq,’ It&apos;s Women vs. Men, With a Vengeance",2015-12-03,article,News,,"['Movies', 'Theater', 'Blacks', 'Black People', 'Discrimination']"
Charlie Savage’s ‘Power Wars’,2015-12-01,article,Review,,"['Books and Literature', 'Terrorism', 'United States Defense and Military Forces']"
"Sheldon Silver’s Albany, Guilty on All Counts",2015-12-01,article,Editorial,,"['Editorials', 'Bribery and Kickbacks']"
Hillary Clinton Renews Call for Tough Gun Measures After California Shooting,2015-12-03,article,News,,"['Gun Control', 'Presidential Election of 2016', 'Terrorism']"
"A Naughty Gotham Awards With Helen Mirren, Robert Redford, ‘Broad City’ Stars and Others",2015-12-02,article,News,,"['Movies', 'Gotham Independent Film Awards', 'Awards, Decorations and Honors', 'Parties (Social)', 'ACTORS AND ACTRESSES']"
Below the Line: Scoring ‘Steve Jobs’,2015-12-02,article,News,,"['Movies', 'Computers and the Internet']"
Why Negative Interest Rates Are Becoming the New Normal,2015-12-03,article,News,,"['Banking and Financial Institutions', 'Interest Rates']"
Looking at the Heart of Sundance Film Festival Lineup,2015-12-02,article,News,,"['Movies', 'Sundance Film Festival (Park City, Utah)']"
Danger: Building Construction Site,2015-12-03,article,Letter,,"['Building (Construction)', 'Accidents and Safety']"
A Powerful Curator’s Idiosyncratic Genius,2015-12-01,article,News,,['Art']
Questions Follow Closing of Beijing Art Show on Violence Against Women,2015-12-03,article,News,,"['Art', 'Women and Girls', ""Women's Rights""]"
How Mark Zuckerberg’s Altruism Helps Himself,2015-12-03,article,News,,"['Philanthropy', 'Corporate Taxes', 'Capital Gains Tax', 'Taxation']"
U.S. Sees Elite Military Unit as Key to Bigger Push Against ISIS,2015-12-03,article,News Analysis,,"['United States Defense and Military Forces', 'Terrorism', 'International Relations']"
Ask Well: A Cure for Rosacea?,2015-12-03,article,News,,"['ACNE', 'Rosacea', 'Skin']"
The War Within Tonya Pinkins,2015-12-02,article,News,,['Theater']
Spain’s Prized Ibérico Hams Can’t Cure Fast Enough for China,2015-12-01,article,News,,"['Pork', 'Pigs', 'Agriculture and Farming', 'International Trade and World Market', 'Ham']"
Burkina Faso Elects First New Leader in Decades,2015-12-01,article,News,,"['Elections', ""Coups D'Etat and Attempted Coups D'Etat""]"
On the Hunt for Gluten-Free Holiday Cookies,2015-12-01,article,News,,"['Bakeries and Baked Products', 'Cookies', 'Cooking and Cookbooks', 'Gluten']"
"Vulgar Language, Hardly Presidential",2015-12-03,article,Letter,,[]
‘A Conversation With Black Women on Race’,2015-12-01,article,Op-Ed,,"['Discrimination', 'Blacks', 'Black People', 'Women and Girls']"
"Amid Dominant No. 1s in Tennis, More Fluidity on Women’s Tour",2015-12-02,article,News,,['Tennis']
"For Robert Dear, Religion and Rage Before Planned Parenthood Attack",2015-12-01,article,News,,"['Murders, Attempted Murders and Homicides']"
"First Comes Baby, Then Comes Push Present? ",2015-12-03,article,News,,"['Pregnancy and Childbirth', 'Gifts', 'Jewels and Jewelry']"
Mayor de Blasio Promotes Smoother Ride on F.D.R. Drive,2015-12-01,article,News,,"['Roads and Traffic', 'Restoration and Renovation']"
"Taylor Swift Gives $50,000 to Seattle Symphony",2015-12-03,article,News,,"['Classical Music', 'Grammy Awards']"
Conflicting Reports on Taliban Leader’s Status Highlight Fraying Unity,2015-12-03,article,News,,"['Murders, Attempted Murders and Homicides']"
Holiday Favorites and a Celebration of the New,2015-12-01,article,News,,['Dancing']
"Roots of Conceptual Art, Caught by a Camera’s Eye ",2015-12-03,article,Review,,"['Photography', 'Art']"
"‘Joy Ride,’ by John Lahr",2015-12-03,article,Review,,"['Books and Literature', 'Theater']"
Review: Steve Tyrell Keeps a Comfortable Pop-Swing Style in Honoring Sinatra,2015-12-02,article,Review,,['Music']
Gotham Independent Film Awards’ Red Carpet,2015-12-01,article,News,,"['Gotham Independent Film Awards', 'Awards, Decorations and Honors', 'Movies']"
Antiterror Laws Empower Australia to Act Against Dual Citizens,2015-12-03,article,News,,"['Terrorism', 'Law and Legislation', 'Citizenship and Naturalization', 'Legislatures and Parliaments']"
Larry Keigwin & Company at the Joyce Theater,2015-12-02,article,News,,['Dancing']
The Last Dalai Lama?,2015-12-01,article,News,,"['Buddhism', 'Religion and Belief']"
Thursday’s Matchup: Packers (7-4) at Lions (4-7),2015-12-03,article,News,,['Football']
"Number26, German Banking Start-Up, Expands Across Europe",2015-12-03,article,News,,"['Banking and Financial Institutions', 'Mobile Applications', 'Smartphones', 'Start-ups']"
"Faced With Many Crises, Brazil Focuses on Dilma Rousseff’s Impeachment Case",2015-12-03,article,News Analysis,,"['Impeachment', 'Corruption (Institutional)', 'Economic Conditions and Trends', 'Bribery and Kickbacks']"
"In ‘The Humans,’ Eerie Sounds Inspired by Life in Manhattan",2015-12-02,article,News,,['Theater']
Doctors Without Borders Says Clinic Hit in Yemen Was Known to Coalition,2015-12-03,article,News,,"['Civilian Casualties', 'Human Rights and Human Rights Violations', 'International Relations']"
"As Trial Began, a ‘Humble’ Assemblyman Didn’t Appear Guilty to Several Jurors ",2015-12-01,article,News,,"['Bribery and Kickbacks', 'Politics and Government']"
"Bigger Than Ever, Art Basel Miami Beach Takes a Conservative Turn",2015-12-03,article,News,,"['Art Basel Miami Beach', 'Art']"
"Dave Roberts, Dodgers’ New Manager, Reflects on Team’s Ties to Breaking Barriers",2015-12-02,article,News,,"['Baseball', 'Minorities', 'Race and Ethnicity']"
VW Argued for Easing New E.U. Tests on Emissions,2015-12-01,article,News,,"['AIR POLLUTION', 'Automobile Safety Features and Defects', 'Fuel Emissions (Transportation)', 'Automobiles', 'Regulation and Deregulation of Industry']"
"Bronx Man Stabs Wife and Flees With Their Daughter, Police Say",2015-12-02,article,News,,"['Assaults', 'Kidnapping and Hostages']"
"‘Melting: Last Race to the Pole,’ an Adventure Way Up North",2015-12-02,article,News,,['Television']
"‘The Only Street in Paris,’ by Elaine Sciolino",2015-12-02,article,Review,,['Books and Literature']
Ben Carson Sinks on Doubts About His Foreign Policy,2015-12-02,article,News,,"['Presidential Election of 2016', 'Polls and Public Opinion', 'Terrorism', 'United States International Relations']"
"U2, Preaching Defiance, Heads Back to Paris",2015-12-02,article,News,,"['Music', 'Paris Attacks (November 2015)', 'Rock Music']"
Indonesia Cites Resetting of Circuit Breaker in 2014 AirAsia Crash,2015-12-01,article,News,,"['Aviation Accidents, Safety and Disasters', 'AirAsia Flight 8501']"
Chartreuse: Holiday Greenery in a Cocktail Coupe,2015-12-01,article,News,,"['ALCOHOLIC BEVERAGES', 'Christmas', 'Cocktails', 'Bars and Nightclubs']"
News Q’s | Even Ballet Dancers Are in Awe of Stephen Curry’s Moves,2015-12-02,article,News,,[]
"Out of Danger, After 48 Years",2015-12-01,article,briefing,,"['Endangered and Extinct Species', 'Squirrels']"
"Minnesota Orchestra Is Getting $250,000 From Musicians",2015-12-03,article,News,,"['Classical Music', 'Finances']"
France Shuts Down Three Mosques and Four Muslim Prayer Rooms,2015-12-02,article,News,,"['Paris Attacks (November 2015)', 'Mosques', 'Muslims and Islam', 'Elections', 'Terrorism']"
Challenging the Oligarchy,2015-12-01,article,News,,[]
"Tax Deductions Blunt Impact of Large Corporate Settlements, Report Says",2015-12-03,article,News,,"['Tax Credits, Deductions and Exemptions', 'Corporate Taxes', 'Regulation and Deregulation of Industry', 'Federal Taxes (US)', 'Consumer Protection']"
The Killings at a Planned Parenthood Clinic in Colorado,2015-12-01,article,Letter,,"['ABORTION', 'Murders, Attempted Murders and Homicides', 'Terrorism']"
"Months After Russian Annexation, Hopes Start to Dim in Crimea",2015-12-02,article,News,,"['Electric Light and Power', 'Power Failures and Blackouts', 'Corruption (Institutional)']"
What’s Your Favorite T-Shirt?,2015-12-03,article,News,,[]
Airbnb Releases Trove of New York City Home-Sharing Data,2015-12-01,article,News,,"['Renting and Leasing (Real Estate)', 'Hotels and Travel Lodgings', 'Regulation and Deregulation of Industry']"
Student Activism and Free Speech at Amherst,2015-12-01,article,Letter,,['Freedom of Speech and Expression']
AIA Top Prize to Denise Scott Brown and Robert Venturi,2015-12-03,article,News,,"['ARCHITECTURE', 'Awards, Decorations and Honors', 'Decisions and Verdicts', 'Historic Buildings and Sites', 'Pritzker Prize']"
"Review: ‘Commedia Rapunzel,’ With a Bit of Seasonal Spice",2015-12-01,article,Review,,"['Theater', 'New York International Fringe Festival']"
"Brazil’s President, Dilma Rousseff, Faces Prospect of Impeachment",2015-12-03,article,News,,"['Impeachment', 'Bribery and Kickbacks', 'Corruption (Institutional)', 'Economic Conditions and Trends']"
Eight Questions About Friday’s Net Neutrality Hearing,2015-12-03,article,News,,"['Computers and the Internet', 'Law and Legislation', 'Net Neutrality', 'Regulation and Deregulation of Industry', 'Wireless Communications']"
Turnover at Alabama Would Give Rivals a Rare Opportunity to Pounce,2015-12-01,article,News,,['Football (College)']
