headline,date,doc_type,material_type,section,keywords
"Splitting 5-4, Supreme Court Grants Alabama’s Request to Restore Voting Restrictions",2020-07-03,article,News,,"['Voter Registration and Requirements', 'Decisions and Verdicts', 'Coronavirus (2019-nCoV)', 'Absentee Voting', 'Identification Devices']"
Do Empty Stadiums Affect Outcomes? The Data Says Yes,2020-07-01,article,News,,['Soccer']
"Netanyahu’s Annexation Day Arrives, but All That Emerges Is Delay",2020-07-01,article,News,,"['Palestinians', 'Presidential Election of 2020']"
Fraudulent Jobless Claims Slow Relief to the Truly Desperate,2020-07-02,article,News,,"['Unemployment Insurance', 'Frauds and Swindling', 'Impostors (Criminal)', 'Identity Theft', 'Coronavirus (2019-nCoV)']"
This Is the Secret to the Crunchiest Fruit Crumble,2020-07-02,article,News,,"['Cooking and Cookbooks', 'Fruit', 'Grain', 'Desserts']"
Behind the Cover: Racial Caste in America,2020-07-02,article,News,,['Design']
Why Does Trump Put Russia First?,2020-07-01,article,Op-Ed,,"['United States Politics and Government', 'United States Defense and Military Forces', 'United States International Relations', 'Afghanistan War (2001- )', 'Espionage and Intelligence Services']"
"Gay Culverhouse,Who Helped Injured Football Players, Dies at 73",2020-07-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Football', 'Concussions', 'Traumatic Brain Injury', 'Chronic Traumatic Encephalopathy']"
How We Get Stronger,2020-07-01,article,News,,"['Muscles', 'Monkeys and Apes', 'Research', 'Nerves and Nervous System', 'Exercise', 'Weight Lifting', 'Content Type: Service']"
What’s on TV Friday: ‘Young Ahmed’ and ‘Hamilton’,2020-07-03,article,News,,"['Television', 'Movies', 'Documentary Films and Programs']"
When Your Tween Is Bored,2020-07-02,article,News,,"['Teenagers and Adolescence', 'Children and Childhood', 'Parenting', 'Creativity', 'Psychology and Psychologists', 'Computers and the Internet', 'Coronavirus (2019-nCoV)', 'Dancing', 'Writing and Writers', 'Games']"
Have Americans Warmed to Calls to ‘Defund the Police’?,2020-07-03,article,News,,"['Police Reform', 'Polls and Public Opinion', 'George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Police Brutality, Misconduct and Shootings', 'Budgets and Budgeting']"
Connections on Air France,2020-07-01,article,News,,['Crossword Puzzles']
"After Internment, a Store Was Born. It’s Still an L.A. Staple.",2020-07-01,article,News,,"['Japanese-Americans', 'World War II (1939-45)', 'Shopping and Retail']"
"In Hong Kong, Arrests and Fear Mark First Day of New Security Law",2020-07-01,article,News,,"['Politics and Government', 'Hong Kong Protests (2019)', 'News and News Media', 'Human Rights and Human Rights Violations', 'Freedom of Speech and Expression', 'Freedom of the Press', 'Book Trade and Publishing']"
"Europe Travel, Hong Kong Law, Russia: Your Wednesday Briefing",2020-07-01,article,briefing,,[]
"As New NAFTA Takes Effect, Much Remains Undone",2020-07-01,article,News,,"['United States International Relations', 'United States-Mexico-Canada Agreement', 'Politics and Government', 'Labor and Jobs', 'International Trade and World Market', 'North American Free Trade Agreement']"
"Anders Ericsson, Psychologist and ‘Expert on Experts,’ Dies at 72",2020-07-01,article,Obituary (Obit),,"['Psychology and Psychologists', 'Deaths (Obituaries)']"
What We Know About the Death of Vanessa Guillen,2020-07-02,article,News,,"['Murders, Attempted Murders and Homicides', 'Sexual Harassment', 'Missing Persons', 'United States Defense and Military Forces']"
Now Showing: A First Love That Stuck,2020-07-03,article,News,,['Weddings and Engagements']
Dizzying Amounts of Money Pour Into the Biden and Trump Campaigns,2020-07-02,article,News,,"['Presidential Election of 2020', 'Campaign Finance', 'United States Politics and Government']"
Peter Meehan Resigns as Los Angeles Times Food Editor,2020-07-01,article,News,,"['Appointments and Executive Changes', 'Newspapers', 'Food', 'Workplace Hazards and Violations']"
Progressives Begin New Push to Elevate Supreme Court as a Campaign Issue,2020-07-01,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Courts and the Judiciary']"
This Should Be Biden’s Bumper Sticker,2020-07-01,article,Op-Ed,,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']"
Buried in N.J.’s Budget Cuts: a Break for a Billionaire,2020-07-02,article,News,,"['Budgets and Budgeting', 'Politics and Government', 'Golf', 'Parks and Other Recreation Areas', 'Coronavirus (2019-nCoV)', 'Law and Legislation', 'State Legislatures', 'Land Use Policies']"
Let’s Race Two: Behind the Indy-NASCAR Doubleheader,2020-07-01,article,News,,['Automobile Racing']
Immigration Officers Face Furloughs as Visa Applications Plunge,2020-07-03,article,News,,"['Layoffs and Job Reductions', 'Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Government Employees', 'Immigration and Emigration', 'Citizenship and Naturalization', 'Asylum, Right of', 'Foreign Workers', 'Foreign Students (in US)', 'Green Cards (US)', 'Prices (Fares, Fees and Rates)', 'Federal Budget (US)', 'Budgets and Budgeting', 'Labor and Jobs', 'United States Politics and Government']"
Macron Replaces France’s Prime Minister in Bid to Reinvigorate His Government,2020-07-03,article,News,,"['Politics and Government', 'Appointments and Executive Changes']"
"Introducing ‘Father Soldier Son,’ a Film From The Times and Netflix",2020-07-02,article,News,,"['Afghanistan War (2001- )', 'Documentary Films and Programs', 'Families and Family Life']"
"Hong Kong, U.K. Domestic Violence, Jeffrey Epstein: Your Friday Briefing",2020-07-03,article,briefing,,[]
"Meet Vashti Harrison, Belle of the Best-Seller Lists",2020-07-02,article,List,,['Books and Literature']
President Trump Has Tools to Pressure China. Will He Use Them?,2020-07-01,article,Editorial,,"['Politics and Government', 'Human Rights and Human Rights Violations', 'United States International Relations', 'United States Politics and Government', 'Embargoes and Sanctions', 'Forced Labor', 'Political Prisoners', 'Uighurs (Chinese Ethnic Group)']"
"Kanye West Dips a Toe in the Moment, and 10 More New Songs",2020-07-03,article,News,,"['Rap and Hip-Hop', 'Pop and Rock Music', 'Jazz']"
Jared Kushner Makes Trump Campaign Change After Rally Fiasco,2020-07-01,article,News,,['Presidential Election of 2020']
"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in July",2020-07-02,article,News,,"['Television', 'Movies']"
The Day the White Working Class Turned Republican,2020-07-01,article,Review,,"['Books and Literature', 'Demonstrations, Protests and Riots', 'Whites', 'Vietnam War', 'United States Politics and Government']"
A Connection Rooted in the Land,2020-07-03,article,News,,['Weddings and Engagements']
Is the Five-Day Office Week Over?,2020-07-02,article,News,,"['Telecommuting', 'Productivity', 'Polls and Public Opinion', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)']"
European Workers Draw Paychecks. American Workers Scrounge for Food.,2020-07-03,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)', 'United States Economy', 'Wages and Salaries', 'Unemployment Insurance', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Unemployment', 'Recession and Depression', 'Economic Conditions and Trends']"
15 Songs That Shook New York’s Queer Dance Floors in the 1970s and ’80s,2020-07-01,article,News,,"['Pop and Rock Music', 'Dancing', 'Homosexuality and Bisexuality', 'Nineteen Hundred Seventies', 'Nineteen Hundred Eighties']"
Why Virus Deaths Are Down but May Soon Rise,2020-07-02,article,briefing,,[]
"U.S. Coronavirus Cases Are Rising Sharply, but Deaths Are Still Down",2020-07-03,article,News,,"['your-feed-science', 'Deaths (Fatalities)', 'Coronavirus (2019-nCoV)', 'Coronavirus Risks and Safety Concerns', 'Coronavirus Reopenings', 'Hospitals', 'Disease Rates', 'Tests (Medical)', 'Ventilators (Medical)', 'Elderly']"
"Turner Prize Was Canceled, but Organizers Still Gave Out the Cash",2020-07-02,article,News,,"['Art', 'Turner Prize']"
Facebook Can’t Be Reformed,2020-07-01,article,Op-Ed,,"['Social Media', 'Computers and the Internet', 'Police Reform']"
Congress Extends Small-Business Loan Program for 5 Weeks,2020-07-01,article,News,,"['Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Federal Aid (US)', 'Small Business', 'United States Politics and Government', 'Law and Legislation', 'Shutdowns (Institutional)', 'Coronavirus Reopenings', 'Coronavirus (2019-nCoV)', 'United States Economy']"
Congress Eyes More Spending as Virus Cases Surge and Economy Struggles,2020-07-02,article,News,,"['Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)', 'United States Economy', 'Recession and Depression', 'Layoffs and Job Reductions', 'Small Business', 'Unemployment', 'Unemployment Insurance', 'United States Politics and Government']"
Can an Algorithm Predict the Pandemic’s Next Moves?,2020-07-02,article,News,,"['Coronavirus (2019-nCoV)', 'Data-Mining and Database Marketing', 'Computers and the Internet', 'Search Engines', 'Social Media', 'Medicine and Health', 'Research', 'Smartphones', 'your-feed-science', 'your-feed-health']"
"College Democrats, Citing Racism, Force Change in Leadership",2020-07-01,article,News,,"['Appointments and Executive Changes', 'Boards of Directors', 'Colleges and Universities', 'Black People', 'Blacks', 'Discrimination', 'Race and Ethnicity']"
Thousands Join N.Y.C. Bike Protests: ‘It’s Like Riding in the Cavalry’,2020-07-02,article,News,,"['George Floyd Protests (2020)', 'Bicycles and Bicycling']"
"Gregori Armstrong, a Chicago Ironworker, Dies at 66",2020-07-02,article,News,,"['Deaths (Obituaries)', 'Coronavirus (2019-nCoV)', 'Infrastructure (Public Works)']"
Coronavirus Briefing: What Happened Today,2020-07-02,article,briefing,,"['Coronavirus (2019-nCoV)', 'internal-essential']"
Trump and Evidence of Russian Bounties to the Taliban,2020-07-01,article,Letter,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States International Relations', 'United States Politics and Government']"
Florida State University Child Care Policy Draws Backlash,2020-07-02,article,News,,"['Colleges and Universities', 'Telecommuting', 'Labor and Jobs', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']"
A Lost Dog’s Brief Stint as Brazil’s Presidential Mascot,2020-07-01,article,News,,"['Dogs', 'Mascots']"
"N.Y.C.’s Budget and a Cut to N.Y.P.D. Funding, Explained",2020-07-01,article,briefing,,"['Budgets and Budgeting', 'Black Lives Matter Movement', 'George Floyd Protests (2020)', 'Police Reform', 'Demonstrations, Protests and Riots', 'Local Government', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'MTV Video Music Awards']"
An Election Day Success,2020-07-01,article,briefing,,[]
"‘John Lewis: Good Trouble’ Review: Past Progress, and More to Come",2020-07-02,article,Review,,"['Documentary Films and Programs', 'United States Politics and Government', 'Civil Rights Movement (1954-68)']"
The Theatrical Method in Putin’s Vote Madness,2020-07-01,article,News,,"['Referendums', 'Elections', 'Polls and Public Opinion', 'Term Limits (Political Office)', 'Politics and Government', 'Constitutional Amendments']"
"Harsh Penalties, Vaguely Defined Crimes: Hong Kong’s Security Law Explained",2020-07-01,article,News,,"['Law and Legislation', 'Hong Kong Protests (2019)', 'Secession and Independence Movements', 'Politics and Government', 'International Relations']"
"Come to the Beach but Beware of Sharks, Cape Cod Officials Say",2020-07-02,article,News,,"['Sharks', 'Beaches', 'Fish and Other Marine Life', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Animal Behavior']"
Lin-Manuel Miranda and Disney: Timeline of a Collaboration,2020-07-03,article,News,,"['Movies', 'Music', 'Television']"
City That Once Guided a Nation Now Shows Its Cracks,2020-07-01,article,News,,"['George Floyd Protests (2020)', 'Black Lives Matter Movement', 'Black People', 'Blacks', 'Discrimination', 'Income Inequality', 'Shopping and Retail', 'Looting (Crime)', 'Coronavirus Reopenings']"
"Corrections: July 1, 2020",2020-07-01,article,Correction,,[]
Federal Officials Turn to a New Testing Strategy as Infections Surge,2020-07-01,article,News,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Shortages', 'Disease Rates', 'Laboratories and Scientific Equipment', 'your-feed-science']"
"Red, White and Blue When You’re Black",2020-07-01,article,News,,"['Small Business', 'Independence Day (US) (July 4)', 'George Floyd Protests (2020)']"
A Nostalgic Look at Independence Days of Yesteryear,2020-07-01,article,News,,"['Independence Day (US) (July 4)', 'Fireworks', 'Photography']"
"Saroj Khan, Choreographer Who Made Bollywood Sparkle, Dies at 71",2020-07-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Dancing', 'Movies']"
Australia Faces Its Own Reckoning Over Diversity in Media,2020-07-03,article,briefing,,"['News and News Media', 'Indigenous Australians', 'Race and Ethnicity']"
Should Californians Get Guaranteed Income?,2020-07-01,article,briefing,,"['Coronavirus Reopenings', 'Income Inequality']"
Can Political Satire Outpace Reality? 3 Books Toss Their Hats in the Ring,2020-07-02,article,News,,['Books and Literature']
26 Killed at Drug Rehab Center in Mexico’s Most Violent State,2020-07-02,article,News,,"['Drug Cartels', 'Mass Shootings']"
Venice Tourism May Never Be the Same. It Could Be Better.,2020-07-02,article,News,,"['Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Cruises', 'Hotels and Travel Lodgings', 'Coronavirus Reopenings', 'Economic Conditions and Trends']"
Here Come the 4 Horsemen of the Techopolypse,2020-07-02,article,Op-Ed,,"['Antitrust Laws and Competition Issues', 'Computers and the Internet', 'Regulation and Deregulation of Industry', 'United States Politics and Government']"
"A Beverly Hills Hotel, Bought With Looted Money, Goes on Sale",2020-07-03,article,News,,"['Hotels and Travel Lodgings', 'Auctions', 'Banking and Financial Institutions', 'Frauds and Swindling', 'Fugitives', 'Bribery and Kickbacks']"
Melissa Clark’s Fourth of July,2020-07-01,article,News,,"['Quarantine (Life and Culture)', 'Cooking and Cookbooks']"
Severe Floods in China Leave Over 106 Dead or Missing,2020-07-03,article,News,,"['Floods', 'Weather', 'Deaths (Fatalities)', 'Levees and Dams']"
