headline,date,doc_type,material_type,section,keywords
A Yahoo Employee-Ranking System Favored by Marissa Mayer Is Challenged in Court,2016-02-01,article,News,,"['Layoffs and Job Reductions', 'Workplace Environment', 'Performance Evaluations (Labor)', 'Suits and Litigation (Civil)']"
A God of the Bullring Made Human,2016-02-01,article,News,,['Bullfighting and Bull Runs']
Does a Crack in a Carrot Spell Ruin for the Root Vegetable?,2016-02-01,article,Question,,"['Carrots', 'Food Contamination and Poisoning', 'Diet and Nutrition']"
Review: ‘Grease: Live!’ Is a Spectacle Maximizing Moments Over Story,2016-02-01,article,Review,,"['Television', 'Theater']"
Boko Haram Raid in Nigeria Kills at Least 65,2016-02-01,article,News,,"['Deaths (Fatalities)', 'Terrorism']"
"A.I.G. Plans to Streamline, but Not Divide, Itself",2016-02-02,article,News,,"['Shareholder Rights and Activism', 'Life Insurance']"
Bourgeois Baseball Position,2016-02-03,article,News,,['Crossword Puzzles']
Three’s a Trend: Urban Meditation Destinations,2016-02-02,article,News,,['Meditation']
Submit Questions for Vince Gilligan and Peter Gould of ‘Better Call Saul’,2016-02-02,article,News,,['Television']
"Mandarin Oranges, Rising Stars of the Fruit Bowl",2016-02-01,article,News,,"['Oranges', 'Agriculture and Farming', 'ADVERTISING AND MARKETING']"
Student Question | What Are Your Favorite Board Games?,2016-02-01,article,News,,[]
Group Backing Chris Christie Criticizes John Kasich for Lehman Brother Ties,2016-02-01,article,News,,"['Political Advertising', 'Presidential Election of 2016']"
"Butterflies for Ted Cruz, Determined Foe of Ethanol Mandates",2016-02-02,article,News,,"['Agriculture and Farming', 'Alternative and Renewable Energy', 'Butterflies and Moths', 'Corn', 'Environment', 'Ethanol', 'Fuel Efficiency', 'Greenhouse Gas Emissions', 'Politics and Government', 'Presidential Election of 2016']"
The Republican Establishment’s New Hampshire Playbook,2016-02-02,article,News,,"['Presidential Election of 2016', 'Polls and Public Opinion', 'Primaries and Caucuses']"
Appetite for S.U.V.s Offers Upside in Slower Month for Auto Sales,2016-02-02,article,News,,['Automobiles']
1916: Zeppelin Raid Buries Victims,2016-02-01,article,News,,['World War I (1914-18)']
Fischli and Weiss: Anarchy at the Guggenheim,2016-02-02,article,News,,"['Art', 'Movies', 'Sculpture']"
How Free Electricity Helped Dig $9 Billion Hole in Puerto Rico,2016-02-01,article,News,,"['Electric Light and Power', 'Local Government', 'Sales and Excise Taxes']"
Review: Juilliard Orchestra Charts a Path to Babbitt at the Focus! Festival,2016-02-01,article,Review,,"['Music', 'Focus Festival (NYC)', 'Classical Music']"
Morning Agenda: Heresy on Wall Street,2016-02-02,article,News,,"['Credit and Debt', 'PUERTO RICO', 'Shareholder Rights and Activism', 'Trans-Pacific Partnership']"
"U.S. and Europe in ‘Safe Harbor’ Data Deal, but Legal Fight May Await",2016-02-02,article,News,,"['Computers and the Internet', 'Privacy', 'Social Media', 'United States International Relations']"
"‘Billions’ Season 1, Episode 3: The Women of Wall Street",2016-02-01,article,Review,,['Television']
"Feb. 3, 2015 — Pictures of the Day",2016-02-03,article,News,,[]
House Hunting in ... Barbados,2016-02-03,article,News,,['Real Estate and Housing (Residential)']
"Francisco Flores, Tainted Ex-President of El Salvador, Dies at 56",2016-02-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Politics and Government']"
Quotation of the Day,2016-02-02,article,Quote,,[]
"News Q’s | Unemployed, Myanmar’s Elephants Grow Antsy, and Heavier",2016-02-03,article,News,,[]
"In Iowa Caucuses, Victory Extends Beyond First Place",2016-02-02,article,News,,['Primaries and Caucuses']
"Seminary Student Sought Children Under 4 for Sexual Assault, Officials Say",2016-02-02,article,News,,"['Sex Crimes', 'Child Abuse and Neglect']"
Hillary Clinton and Bernie Sanders Intensify Efforts in New Hampshire After Iowa Standoff,2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
"Recalling Bob and Ray, Who Paved the Way for Today’s Deadpan Humor",2016-02-03,article,An Appraisal,,"['Comedy and Humor', 'Radio', 'Television']"
Why a ‘Virtual Tie’ in Iowa Is Better for Clinton Than Sanders,2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
"Your Wednesday Evening Briefing: Donald Trump, Rand Paul, Robert Durst",2016-02-03,article,News,,[]
Changes at Brioni and Berluti Continue Designer Shuffle,2016-02-02,article,News,,"[""Men's Fashion Week"", 'Appointments and Executive Changes']"
Hearty Sandwiches Are Dublin’s Answer to a Recession,2016-02-03,article,News,,"['Travel and Vacations', 'Restaurants', 'Sandwiches']"
"Man, 28, Is Found Hanged in Brooklyn Police Station",2016-02-01,article,News,,"['Drunken and Reckless Driving', 'Suicides and Suicide Attempts']"
Taxi Use Patterns Can Tell Us How Good the Super Bowl and Halftime Show Were,2016-02-03,article,News,,"['Taxicabs and Taxicab Drivers', 'Super Bowl', 'Statistics']"
"Some Hunter-Gatherers Had a Taste for Tortoises, Study Says",2016-02-01,article,News,,"['Turtles and Tortoises', 'ARCHAEOLOGY AND ANTHROPOLOGY', 'Caves and Caverns']"
"Zica Car Will Be Renamed, Tata Motors of India Says",2016-02-02,article,News,,"['Zika Virus', 'Automobiles']"
MoMA PS1 Names Winner of Summer Architecture Competition,2016-02-01,article,News,,"['ARCHITECTURE', 'Awards, Decorations and Honors']"
Unpublished Black History,2016-02-01,article,News,,[]
Chicago Professor Resigns Amid Sexual Misconduct Investigation,2016-02-03,article,News,,"['Sexual Harassment', 'Colleges and Universities', 'Graduate Schools and Students']"
What O.J. Simpson Taught Me About Being Black,2016-02-03,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'Blacks', 'Black People', 'Decisions and Verdicts', 'Discrimination']"
SAG Win for ‘Spotlight’ Sows Confusion in the Best Picture Race,2016-02-01,article,News,,"['Movies', 'Academy Awards (Oscars)']"
"Your Tuesday Briefing: Ted Cruz, Google, Bill Cosby",2016-02-02,article,briefing,,[]
Drone Captures View of a Devastated Syrian City,2016-02-03,article,News,,"['Video Recordings, Downloads and Streaming', 'Drones (Pilotless Planes)']"
Delayed New York City Report on Shelter Safety Violations Is Released,2016-02-02,article,News,,"['Homeless Persons', 'Accidents and Safety', 'Law and Legislation']"
New York Philharmonic Announces Its 175th-Anniversary Season,2016-02-03,article,News,,"['Music', 'Classical Music']"
John Sununu Previews Attacks Donald Trump Will Face in New Hampshire,2016-02-02,article,News,,['Presidential Election of 2016']
Iowa’s Black Caucusgoers,2016-02-01,article,Op-Ed,,"['Presidential Election of 2016', 'Blacks', 'Black People', 'Primaries and Caucuses']"
Behind the Scenes at This Season’s Most-Talked-About New Ballet,2016-02-03,article,News,,['Dancing']
Obama Cleared Way for Today’s Outsider Candidates,2016-02-01,article,News,,"['Presidents and Presidency (US)', 'Celebrities', 'United States Politics and Government', 'Primaries and Caucuses']"
Hotel and Resort News: Leap Year Deals Across the Country,2016-02-03,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings']"
Finding Common Political Ground on Poverty,2016-02-02,article,News,,"['Poverty', 'Minimum Wage', 'Tax Credits, Deductions and Exemptions']"
"Hillary Clinton Campaign, Unnerved by Iowa, Braces for New Hampshire",2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses', 'United States Politics and Government', 'Presidential Elections (US)']"
The Explorers Club Once Served Mammoth at a Meal. Or Did It?,2016-02-03,article,News,,"['Mammoths (Animals)', 'DNA (Deoxyribonucleic Acid)', 'Sloths (Animals)', 'Turtles and Tortoises', 'Endangered and Extinct Species', 'Exploration and Explorers']"
Martin O’Malley to Drop Out After Finish in Iowa Vote,2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
"Pro-John Kasich ‘Super PAC’ Ad, Critical of Marco Rubio, Is Pulled",2016-02-01,article,News,,"['Political Action Committees', 'Political Advertising', 'Presidential Election of 2016', 'Violence Against Women Act (1994)']"
Eastern Europe Cautiously Welcomes Larger U.S. Military Presence,2016-02-02,article,News,,"['United States International Relations', 'United States Defense and Military Forces']"
John Kasich and Chris Christie Face New Hampshire Elimination Round,2016-02-01,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
"Alphabet, Google’s Parent Company, Grows Briskly to Close In on Apple",2016-02-01,article,News,,"['Company Reports', 'Online Advertising', 'Computers and the Internet']"
"What’s a Catch? In the N.F.L., the Rule Seems Impossible to Grasp",2016-02-01,article,News,,"['Football', 'Officiating (Sports)', 'Instant Replay (Sports)', 'Super Bowl']"
"Video Extols China’s Party Slogans, Turning to Rap and Beethoven",2016-02-02,article,News,,['Music']
From Iowa to N.H.: Updates,2016-02-01,article,News,,"['Campaign Finance', 'Elections', 'Politics and Government', 'Presidential Election of 2016', 'Primaries and Caucuses']"
Airstrike at Yemen Cement Factory Said to Kill at Least 15,2016-02-03,article,News,,"['Civilian Casualties', 'Bombs and Explosives', 'Factories and Manufacturing']"
Deal Restricts Tourist Helicopter Flights Over New York,2016-02-01,article,News,,"['Helicopters', 'Noise', 'AIR POLLUTION']"
"‘Jane the Virgin’ Season 2, Episode 10: Jane Swipes Right",2016-02-02,article,News,,['Television']
A Corner of Iowa Yearns for Life After Caucuses ,2016-02-01,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses', 'United States Politics and Government']"
Toxic Loans Around the World Weigh on Global Growth,2016-02-03,article,News,,"['Credit and Debt', 'Economic Conditions and Trends', 'Banking and Financial Institutions', 'European Sovereign Debt Crisis (2010- )']"
Illegal Border Crossings by Families Drop Sharply,2016-02-03,article,News,,"['Illegal Immigration', 'Deportation']"
"‘I Don’t Feel Any Pressure,’ Donald Trump Declares at Rally",2016-02-02,article,News,,['Presidential Election of 2016']
Bomb Suspected in Deadly Explosion on Somali Jet,2016-02-03,article,News,,"['Aviation Accidents, Safety and Disasters', 'Bombs and Explosives', 'United States Defense and Military Forces', 'Terrorism']"
"A Liquor License Workaround: Fermented, Not Distilled",2016-02-03,article,News,,"['ALCOHOLIC BEVERAGES', 'Restaurants', 'Bars and Nightclubs']"
A Diet and Exercise Plan to Lose Weight and Gain Muscle,2016-02-03,article,News,,"['Calories', 'Diet and Nutrition', 'Exercise', 'Muscles', 'Weight']"
How to Watch the Super Bowl When You Don’t Have Cable,2016-02-03,article,News,,"['Super Bowl', 'Video Recordings, Downloads and Streaming', 'Television Sets and Media Devices', 'Football']"
Is Shame an Antidote to Addiction?,2016-02-03,article,Letter,,"['Addiction (Psychology)', 'Drug Abuse and Traffic']"
Storm Batters Nation’s Midsection With Snow and Lightning,2016-02-02,article,News,,['Snow and Snowstorms']
"From ‘Bold’ to ‘Bastard,’ Readers Debate Role of Working Women in India",2016-02-02,article,News,,['Women and Girls']
John Kerry Urges Syrian Factions Not to Squander U.N. Talks,2016-02-01,article,News,,"['United States International Relations', 'International Relations', 'Refugees and Displaced Persons']"
"Ahead of Iowa, Winners in Presidential Style",2016-02-01,article,News,,"['Presidential Election of 2016', 'Fashion and Apparel']"
Tech’s Track Record of Shake-Ups at the Top,2016-02-02,article,News,,"['Computers and the Internet', 'Mobile Commerce and Payments']"
"Anti-ISIS Coalition to Intensify Efforts, John Kerry Says",2016-02-02,article,News,,['Civilian Casualties']
No More Exposés in North Carolina,2016-02-01,article,Editorial,,"['Editorials', 'Factory Farming', 'Animal Abuse, Rights and Welfare', 'News and News Media', 'Whistle-Blowers']"
Aspirin May Protect Against Staph Blood Infections,2016-02-03,article,News,,"['Aspirin', 'Bacteria', 'Staphylococcus Aureus']"
"Review: ‘We Are King,’ With Its Deep R&B Strategies, Is a Musicians’ Album",2016-02-03,article,Review,,['Music']
Hostels Come Furnished With History,2016-02-02,article,News,,"['Hotels and Travel Lodgings', 'Historic Buildings and Sites', 'Travel and Vacations']"
Late Goal Gives U.S. Hope That 2016 Will Be a Brighter Year,2016-02-01,article,News,,['Soccer']
"Airstrikes in Afghanistan Kill 29 Militants Affiliated With ISIS, Official Says",2016-02-02,article,News,,"['United States Defense and Military Forces', 'Deaths (Fatalities)', 'Terrorism']"
News Q’s | An Iowa Town Overlooked by Presidential Candidates,2016-02-01,article,News,,[]
Should a Man Have Told His Mother-in-Law That She Was Dying?,2016-02-03,article,News,,"['Ethicists, The (Times Column)', 'Families and Family Life', 'Death and Dying', 'Dementia', 'Ethics (Personal)']"
"Candidates, in New Hampshire, Hit the Ground Running",2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
Whoopi Goldberg and Nathan Lane on Roster for Solo ‘White Rabbit Red Rabbit’ Performances,2016-02-03,article,News,,['Theater']
More About Renewables,2016-02-01,article,News,,[]
1941: Nazis Gave World a Warning,2016-02-01,article,News,,"['Books and Literature', 'Holocaust and the Nazi Era', 'World War II (1939-45)']"
How to Understand Donald Trump’s Defeat in Iowa,2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
Another New Director for Tanztheater Wuppertal,2016-02-02,article,News,,['Dancing']
Souping Is the New Juicing,2016-02-03,article,News,,"['Soups', 'Diet and Nutrition']"
Bernie Sanders Heads to New Hampshire on Iowa Momentum,2016-02-02,article,News,,"['Presidential Election of 2016', 'United States Politics and Government']"
New Wearable Sensor Can Collect Data From Sweat,2016-02-01,article,News,,"['Wearable Computing', 'Dehydration', 'Sweating', 'Sensors']"
How Wealth Plays Into Politics at a Personal Level,2016-02-01,article,News,,"['Income Inequality', 'United States Politics and Government', 'Psychology and Psychologists']"
The Iranian People’s Dream,2016-02-02,article,Letter,,['Embargoes and Sanctions']
An Image Maker Fixated on California Youth,2016-02-03,article,News,,"['Photography', 'Movies', 'Fashion and Apparel']"
"Corrections: February 2, 2016",2016-02-02,article,News,,[]
Invitation to a Dialogue: Reclaim Reason in Politics,2016-02-01,article,Letter,,"['Presidential Election of 2016', 'Voting and Voters']"
Pulitzer Prize Party,2016-02-01,article,News,,"['Pulitzer Prizes', 'Writing and Writers', 'Photography', 'News and News Media']"
A Conversation With Gregg L. Schenker,2016-02-03,article,Interview,,"['Real Estate (Commercial)', 'Renting and Leasing (Real Estate)']"
"‘The Vegetarian,’ by Han Kang",2016-02-02,article,Review,,['Books and Literature']
Ireland Dissolves Parliament and Schedules Election,2016-02-03,article,News,,"['Elections', 'Polls and Public Opinion']"
"Murray Louis, Choreographer With a Comic Flair, Dies at 89",2016-02-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Dancing']"
Below the Line: Editing ‘The Big Short’,2016-02-03,article,News,,"['Movies', 'Academy Awards (Oscars)']"
Obama to Visit U.S. Mosque for First Time in Office,2016-02-03,article,News,,"['Discrimination', 'Mosques', 'Muslim Americans']"
Let the Moon Be Your Guide in Finding Five Planets,2016-02-02,article,News,,"['Moon', 'Planets', 'Space and Astronomy']"
David Boies’s Dual Roles at Theranos Set Up Conflict,2016-02-02,article,News,,"['Conflicts of Interest', 'Tests (Medical)', 'Venture Capital', 'Boards of Directors']"
"‘The Black Presidency: Barack Obama and the Politics of Race in America,’ by Michael Eric Dyson",2016-02-02,article,Review,,"['Books and Literature', 'Blacks', 'Black People']"
The Five Stages of Donald Trump’s Grief Over His Loss in Iowa,2016-02-03,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
Analyzing the Iowa Caucus Results,2016-02-02,article,Letter,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
"Daily Report: More Earnings, Earnings, Earnings",2016-02-01,article,News,,"['Company Reports', 'Computers and the Internet', 'Search Engines']"
Georgia’s Oldest Death Row Inmate Is Executed,2016-02-03,article,News,,"['Capital Punishment', 'Murders, Attempted Murders and Homicides']"
Fire at Virginia Smokehouse Leaves Pork-to-Table Movement Reeling,2016-02-01,article,News,,"['Fires and Firefighters', 'Restaurants', 'Meat', 'Ham']"
Word of the Day + Quiz | melee,2016-02-01,article,News,,[]
Little Separates Bernie Sanders and Hillary Clinton in Tight Race in Iowa,2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses', 'United States Politics and Government']"
Light Government Touch Lets China’s Hui Practice Islam in the Open,2016-02-01,article,News,,"['Muslims and Islam', 'Mosques']"
Marissa Mayer Sets Yahoo on Streamlined Course,2016-02-02,article,News,,"['Company Reports', 'Layoffs and Job Reductions', 'Mergers, Acquisitions and Divestitures']"
ChemChina Is Close to a Deal to Buy Syngenta,2016-02-02,article,News,,"['Mergers, Acquisitions and Divestitures']"
Australia’s Top Court Rejects Challenge to Migrant Detention System,2016-02-03,article,News,,"['Asylum, Right of', 'Refugees and Displaced Persons', 'Courts and the Judiciary', 'Middle East and Africa Migrant Crisis', 'Immigration Detention', 'Human Rights and Human Rights Violations', 'International Relations']"
Chinese-American Chefs Start a Culinary Conversation With the Past,2016-02-02,article,News,,"['Cooking and Cookbooks', 'Chinese-Americans', 'Restaurants', 'Chinese Food (Cuisine)', 'Chefs']"
San Francisco Will Have U.S. Review Police Tactics,2016-02-02,article,News,,"['Police Brutality, Misconduct and Shootings', 'Blacks', 'Black People']"
New York Today: City Slickers,2016-02-02,article,briefing,,[]
"After a Massacre, San Bernardino Police Stare Down Crippling Cuts",2016-02-02,article,News,,"['Police', 'San Bernardino, Calif, Shooting (2015)', 'Gangs']"
New Offensive by Assad’s Forces Overshadows Syria Peace Talks,2016-02-02,article,News,,['Bombs and Explosives']
My Secret Policeman,2016-02-02,article,Op-Ed,,"['Surveillance of Citizens by Government', 'Civil Rights and Liberties']"
‘Heisenberg’ Will Transfer to Broadway,2016-02-02,article,News,,['Theater']
Prudential of Britain Hires New C.E.O. for Asset Management Business,2016-02-01,article,News,,"['Appointments and Executive Changes', 'Stocks and Bonds']"
"In Cosby Hearing, Ex-District Attorney Says He Believed Accuser, but Case Was Lacking",2016-02-02,article,News,,"['Sex Crimes', 'Suits and Litigation (Civil)']"
Time for a Strategic Shift at UBS’s Investment Bank,2016-02-02,article,News,,"['Company Reports', 'Banking and Financial Institutions']"
N.H.L. This Week: Red Wings on the Road,2016-02-02,article,News,,"['Hockey, Ice']"
An Expanding Universe of Space Apps,2016-02-03,article,News,,"['Mobile Applications', 'Space and Astronomy', 'Stars and Galaxies', 'Earth', 'Planets', 'Computers and the Internet', 'Photography']"
Financing ChemChina’s Bold Play for Syngenta,2016-02-03,article,News,,"['Mergers, Acquisitions and Divestitures', 'Credit and Debt']"
1941: Pact Signed to Clear ‘Badlands’,2016-02-02,article,News,,['Crime and Criminals']
Gay Congregation Celebrates Its Identity With New Home in Manhattan,2016-02-03,article,News,,"['Synagogues', 'Homosexuality and Bisexuality', 'Jews and Judaism']"
Mall Executive Backtracks From Statement on Amazon Retail Stores,2016-02-03,article,News,,"['Book Trade and Publishing', 'Computers and the Internet', 'Real Estate (Commercial)', 'Shopping and Retail', 'Shopping Centers and Malls']"
Let the Voting Begin,2016-02-01,article,News,,['Primaries and Caucuses']
"A Big Louisville Upset of U.N.C., at Least by Human Standards",2016-02-02,article,News,,['Basketball (College)']
Closing Arguments Given in Key Voter Rights Trial,2016-02-02,article,News,,"['Voter Registration and Requirements', 'Identification Devices', 'Voting Rights Act (1965)']"
Embryos Are Not Children,2016-02-01,article,Letter,,['ABORTION']
Zika Infection Transmitted by Sex Reported in Texas,2016-02-02,article,News,,"['Zika Virus', 'Sex']"
Rival Factions of Top Donors Get Behind Marco Rubio and Ted Cruz,2016-02-01,article,News,,"['Campaign Finance', 'Presidential Election of 2016', 'Political Action Committees', 'Primaries and Caucuses']"
Wine Here! A Football Bud Gets Competition,2016-02-01,article,News,,"['Football', 'Wines', 'Super Bowl']"
"Robert Durst Pleads Guilty in Gun Case, Setting Up Possible Murder Trial",2016-02-03,article,News,,"['Murders, Attempted Murders and Homicides', 'Firearms', 'Plea Bargaining']"
1916: Prince Yussuf Commits Suicide,2016-02-02,article,News,,"['Suicides and Suicide Attempts', 'World War I (1914-18)']"
2 Generals Say Women Should Register for Draft,2016-02-03,article,News,,"['Draft and Recruitment (Military)', 'United States Defense and Military Forces', 'Women and Girls', 'Law and Legislation']"
Exalting Life as a Single in China,2016-02-02,article,News,,"['Marriages', 'Lunar New Year', 'ADVERTISING AND MARKETING']"
"An Unwanted Circus Descends, and an Oregon Town Strives to Stay Kind",2016-02-01,article,News,,"['Demonstrations, Protests and Riots']"
Dodge Chargers Recalled for Tire Jack Problem,2016-02-03,article,Brief,,"['Recalls and Bans of Products', 'Automobile Safety Features and Defects', 'Automobiles']"
A Trove of Rarities in ‘Jazz Singers’ Exhibition at Library of Congress,2016-02-01,article,News,,['Jazz']
African Union Says Crisis in South Sudan Is Worsening,2016-02-01,article,News,,"['Human Rights and Human Rights Violations', 'War Crimes, Genocide and Crimes Against Humanity']"
Martin Shkreli Appears to Adopt a New Legal Strategy: Silence,2016-02-03,article,News,,"['Securities and Commodities Violations', 'Drugs (Pharmaceuticals)']"
Airlines Use Wireless Networks to Replace the Seat-Back Catalog,2016-02-01,article,News,,"['AIRLINES AND AIRPLANES', 'Wireless Communications', 'Shopping and Retail', 'ADVERTISING AND MARKETING']"
Saudi Court Spares Poet’s Life but Gives Him 8 Years and 800 Lashes,2016-02-03,article,News,,"['Capital Punishment', 'Shariah (Islamic Law)', 'Human Rights and Human Rights Violations', 'Poetry and Poets']"
"From Zegna to Saint Laurent, Fashion’s Rumor Mill Goes Into Overdrive",2016-02-02,article,News,,['Fashion and Apparel']
How Women Are Treated on Wall Street,2016-02-01,article,Letter,,"['Sexual Harassment', 'ARBITRATION, CONCILIATION AND MEDIATION', 'Women and Girls', 'Banking and Financial Institutions']"
SXSW Sets Film Lineup With Western From Ti West,2016-02-02,article,News,,"['Movies', 'South by Southwest Music and Media Conference']"
"To Find Cheap Flights, the Day (Kind of) Matters",2016-02-02,article,News,,"['AIRLINES AND AIRPLANES', 'Reservations (Airlines, Hotels, Etc.)', 'Prices (Fares, Fees and Rates)', 'Travel and Vacations']"
"Half A Loaf, Financial Reform Edition",2016-02-03,article,News,,[]
"Studying the Heart of El Niño, Where Its Weather Begins",2016-02-01,article,News,,"['El Nino Southern Oscillation', 'Weather', 'Oceans and Seas']"
ChemChina Deal for Syngenta Reflects Drive to Meet Food Needs,2016-02-03,article,News,,"['Mergers, Acquisitions and Divestitures', 'Food']"
The Cornfield Crucible,2016-02-01,article,Editorial,,"['Editorials', 'Primaries and Caucuses', 'Presidential Election of 2016']"
Takashi Murakami on the Art of Collecting Art,2016-02-02,article,News,,"['Art', 'Collectors and Collections']"
"On National Signing Day, College Football Recruits Have Starring Roles in a Carnival",2016-02-03,article,News,,"['Football (College)', 'Draft and Recruitment (Sports)']"
Iowa Results Signal Long Nominating Contests for Both Parties,2016-02-02,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses', 'Campaign Finance']"
Yankees’ Greg Bird Will Miss Season After Shoulder Surgery,2016-02-01,article,News,,"['Baseball', 'Sports Injuries']"
Australia Confirms 2 Cases of Zika Virus,2016-02-02,article,News,,"['Zika Virus', 'Birth Defects']"
Kossar’s Returns With Bagels and Bialys on the Lower East Side,2016-02-02,article,News,,['Restaurants']
"Railing Against Graft, a Georgian Leads Calls for a Cleanup in Ukraine",2016-02-03,article,News,,['Corruption (Institutional)']
Teenage Brothers Held in Killings at Seattle Homeless Camp,2016-02-03,article,News,,"['Assaults', 'Homeless Persons', 'Murders, Attempted Murders and Homicides', 'Teenagers and Adolescence']"
Hospitals Focus on Doing No Harm,2016-02-02,article,News,,"['Falls', 'Hospitals', 'Hygiene and Cleanliness', 'Infections', 'Nursing and Nurses', 'Preventive Medicine', 'Sepsis']"
‘Eyes on China’: Illuminating Life Across a Changing Country,2016-02-03,article,News,,"['Photography', 'News and News Media']"
"As W.H.O. Declares Zika a Global Health Emergency, a Look at the World’s Failed Mosquito Policies",2016-02-01,article,News,,"['Chikungunya Virus', 'Dengue Fever', 'Epidemics', 'Mosquitoes', 'Pesticides', 'Viruses', 'Yellow Fever', 'Zika Virus']"
"Bank Tellers, With Access to Accounts, Pose a Rising Security Risk",2016-02-01,article,News,,"['Banking and Financial Institutions', 'Cyberattacks and Hackers', 'Frauds and Swindling', 'Identity Theft']"
"Moving Freely, and Photographing, in Marseille",2016-02-03,article,News,,"['Dancing', 'Photography']"
"Sumner Redstone Steps Down as CBS Chairman, Replaced by Leslie Moonves",2016-02-03,article,News,,"['Appointments and Executive Changes', 'Media']"
‘King Charles III’ Commands Its Strongest Broadway Week,2016-02-01,article,News,,['Theater']
"Your Monday Briefing: Donald Trump, Bernie Sanders, Syria",2016-02-01,article,briefing,,[]
Senior U.S. Official Describes 2-Day Visit to Syria,2016-02-01,article,News,,['United States International Relations']
Google Artificial Intelligence Beats Expert at Go Game,2016-02-01,article,News,,"['Artificial Intelligence', 'Chess', 'Computers and the Internet', 'Games', 'Puzzles']"
Sarah Palin’s English,2016-02-02,article,News,,"['Grammar', 'Presidential Election of 2016', 'United States Politics and Government']"
