headline,date,doc_type,material_type,section,keywords
Law School Clinics’ Vital Role in Clemency Cases,2015-09-01,article,Letter,,"['Law Schools', 'Legal Aid for the Poor (Civil)', 'Prisons and Prisoners']"
Bad Ideas Down Under,2015-09-01,article,News,,[]
"3,000 Miles From Denali, Ohio Fumes Over Renaming of Mount McKinley",2015-09-01,article,News,,"['Mountains', 'Names, Geographical']"
Jesse Kamm’s Laid-Back Approach to Life — and Looks,2015-09-01,article,News,,['Fashion and Apparel']
"In Paris, a Famed Department Store Goes ‘Brooklyn’",2015-09-03,article,News,,['Shopping and Retail']
Your Tuesday Evening Briefing,2015-09-01,article,News,,[]
Puerto Rico Electric Utility Is Said to Be Near Debt Deal,2015-09-02,article,Brief,,['Electric Light and Power']
Review: In ‘Contracted: Phase II’ Misfortune Multiples an Encounter at a Time,2015-09-03,article,Review,,['Movies']
"Fung Tu Keeps Cooking, Even With Gas Shut Off",2015-09-01,article,News,,['Restaurants']
Marco Rubio Faults Donald Trump on ‘Make America Great Again’ Slogan,2015-09-01,article,News,,"['Presidential Election of 2016', 'Slogans and Mottoes']"
Donald Trump Says Jeb Bush Should Stop Speaking Spanish,2015-09-02,article,News,,"['Hispanic-Americans', 'Presidential Election of 2016', 'Spanish Language']"
U.S. Tennis Association’s New Executive Waits Patiently for American Boys to Fill a Void,2015-09-01,article,News,,"['Tennis', 'Youth', 'United States Open (Tennis)']"
"Just a Book? No, More Like a Trusty Companion",2015-09-02,article,News,,['Books and Literature']
Surfers vs. Swimmers in the Rockaways,2015-09-02,article,Letter,,"['Swimming', 'Surfing']"
Venezuela’s Manufactured Border Crisis,2015-09-02,article,Editorial,,"['Editorials', 'Immigration and Emigration', 'Elections', 'Legislatures and Parliaments']"
"As Bodies Refuse at the 2015 U.S. Open, Players Confront a Painful Decision",2015-09-03,article,News,,"['Tennis', 'Sports Injuries', 'United States Open (Tennis)']"
An Analyst’s Seamless Injection Into ESPN’s Rotation,2015-09-01,article,News,,"['Baseball', 'Television']"
"Review: Finca Offers Tapas, Though Not Strictly From Spain",2015-09-03,article,Review,,['Restaurants']
"Review: Jaimie Warren, at American Medium, Mashes Up Freddie Mercury and Saints",2015-09-03,article,Review,,['Art']
"Trinity Guardrails Will Face Tests Again, This Time by the State of Virginia ",2015-09-02,article,News,,"['Traffic Accidents and Safety', 'Automobile Safety Features and Defects']"
‘(T)error’ Focuses on Informant and Piques F.B.I.’s Interest,2015-09-02,article,News,,"['Movies', 'Documentary Films and Programs', 'Informers', 'Terrorism']"
Fast Feet Take the Day (or Night),2015-09-02,article,News,,"['Bars and Nightclubs', 'Dancing', 'Homosexuality and Bisexuality']"
Twyla Tharp’s Troupe Prepares for a Milestone Tour,2015-09-03,article,News,,['Dancing']
Former Apple Music Executive Ian Rogers Moves to LVMH,2015-09-01,article,News,,[]
Review: Momi Ramen in East Hampton Defies Expectations,2015-09-03,article,Review,,"['Restaurants', 'Noodles']"
Masked Gunmen Kidnap 17 Turkish Workers in Baghdad,2015-09-02,article,News,,['Kidnapping and Hostages']
Polio Paralyzes 2 Children in West Ukraine Outbreak,2015-09-03,article,News,,"['Poliomyelitis', 'Vaccination and Immunization']"
"Wayne W. Dyer, Prolific Author of Self-Help Books, Dies at 75",2015-09-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Books and Literature']"
Yoox Exuberance Over an Exit May Wear Thin,2015-09-03,article,News,,"['Mergers, Acquisitions and Divestitures', 'Luxury Goods and Services']"
"Dance This Week: Satellite Collective, a Degas Dancer and More",2015-09-01,article,News,,['Dancing']
"Corrections: September 2, 2015",2015-09-02,article,Correction,,[]
"Corrections: September 1, 2015",2015-09-01,article,News,,[]
"Google Antitrust Inquiries Spread Over Globe, With India the Latest Problem",2015-09-01,article,News,,"['Antitrust Laws and Competition Issues', 'Search Engines', 'Regulation and Deregulation of Industry']"
"Sold! In Monterey, the Ferrari Crowd Shells Out $402 Million",2015-09-03,article,News,,"['Antique and Classic Cars', 'Auctions']"
"September 3, 2015 — Pictures of the Day",2015-09-03,article,News,,['Photography']
‘Apu Trilogy’ Screens at BAM Cinématek,2015-09-02,article,News,,['Movies']
"Understanding Mac OS X Disk Permissions, and How to Repair Them",2015-09-02,article,Question,,"['Mac OS (Operating System)', 'Mobile Applications', 'Parking', 'Computers and the Internet', 'Software', 'Android (Operating System)', 'Maps', 'Smartphones']"
Review: ‘The Black Panthers’ Captures a Militant Movement’s Soul and Swagger,2015-09-01,article,Review,,"['Movies', 'Documentary Films and Programs']"
Babu Ji in the East Village Asserts Its Authority,2015-09-03,article,Review,,['Restaurants']
How Can America Fight Unfair Work Schedules?: Reader Q&A,2015-09-01,article,News,,"['Boycotts', 'Collective Bargaining', 'Government Contracts and Procurement', 'Labor and Jobs', 'Organized Labor', 'States (US)', 'Wages and Salaries', 'Working Hours']"
Pérez Art Museum Miami Names Franklin Sirmans as New Director,2015-09-03,article,News,,"['Art', 'Appointments and Executive Changes']"
White House Sidesteps Hubbub About Obama’s Future Role at Columbia,2015-09-01,article,News,,[]
Some Hedge Funds Prosper in Market Tumult,2015-09-03,article,News,,"['Hedge Funds', 'Stocks and Bonds']"
"Fans, Lights and Andy Murray Beat Nick Kyrgios at U.S. Open",2015-09-02,article,News,,"['Tennis', 'United States Open (Tennis)']"
Was It Cancer? Getting the Diagnosis,2015-09-02,article,Op-Ed,,"['Cancer', 'Tumors', 'Ovaries']"
Qaeda-Affiliated Group Overruns African Union Base in Somalia,2015-09-01,article,News,,"['Terrorism', 'Military Bases and Installations', 'Civilian Casualties']"
"Advocates in Denver, Home to Legal Marijuana, Seek Public Place to Smoke",2015-09-02,article,News,,"['Marijuana', 'Bars and Nightclubs', 'Law and Legislation']"
Clashes Over Draft Constitution Kill 5 in Nepal,2015-09-02,article,News,,"['Demonstrations, Protests and Riots', 'Constitutions', 'Deaths (Fatalities)']"
Supreme Court Says Kentucky Clerk Must Let Gay Couples Marry ,2015-09-01,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
Chinese Rail Firm Makes Inroads with U.S. Factory and Boston Transit Deal,2015-09-03,article,News,,"['Transit Systems', 'Factories and Manufacturing', 'Railroads', 'International Trade and World Market']"
Emails Show How Hillary Clinton Valued Input From Sidney Blumenthal,2015-09-01,article,News,,"['E-Mail', 'Presidential Election of 2016', 'United States Politics and Government']"
"‘Seventeen’ and ‘Cooley High’: No Easy A’s, but Powerful Lessons",2015-09-02,article,News,,"['Television', 'Movies', 'Video Releases (Entertainment)', 'DVD (Digital Versatile Disc)']"
"Time-Worn Village in Moldova Springs Back to Life, Thanks to Port",2015-09-02,article,News,,"['Ports', 'International Trade and World Market']"
Spare Times for Children for Sept. 4-10,2015-09-03,article,Schedule,,"['Children and Childhood', 'Culture (Arts)']"
‘The Jemima Code’ Spotlights Forgotten Black Cooks,2015-09-03,article,News,,"['Books and Literature', 'ANTIQUES', 'Cooking and Cookbooks', 'Blacks', 'Black People']"
Managing the Costs of Long-Term Care Insurance,2015-09-02,article,Question,,"['Long-Term Care Insurance', 'Health Insurance and Managed Care', 'Consumer Protection', 'Prices (Fares, Fees and Rates)']"
"Blondell Cummings, Dancer of Life’s Everyday Details, Dies at 70",2015-09-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Dancing']"
"Review: ‘Lightless,’ About the Bratty Machine on a Spaceflight",2015-09-02,article,Review,,['Books and Literature']
College Football’s Opening Week Evolves From Mismatches to Can’t-Miss Matches,2015-09-02,article,News,,['Football (College)']
‘Narcos’ Season 1 Finale Recap: No Surrender,2015-09-03,article,News,,['Television']
A Law Degree Is No Job Guarantee,2015-09-02,article,Letter,,"['Legal Profession', 'Law Schools', 'Labor and Jobs', 'Colleges and Universities']"
China’s Crackdown on Rumors Will Only Hurt Its Economy,2015-09-01,article,Editorial,,"['Editorials', 'Explosions (Accidental)', 'Stocks and Bonds', 'News and News Media', 'Freedom of the Press', 'Economic Conditions and Trends']"
Kathleen Turner to Star in New Off Broadway Play,2015-09-03,article,News,,['Theater']
Coordinated Strategy Brings Obama Victory on Iran Nuclear Deal,2015-09-02,article,News,,"['Nuclear Weapons', 'United States Politics and Government']"
Defending Turkey’s Actions,2015-09-02,article,Letter,,['Kurds']
"Review: ‘A Walk in the Woods,’ With Robert Redford, Is a Scenic Trek Spoiled",2015-09-01,article,Review,,['Movies']
Daily Report: Hotel Chains Get Tough With Travel Websites,2015-09-01,article,News,,"['Burning Man Festival', 'Hotels and Travel Lodgings', 'Mergers, Acquisitions and Divestitures', 'Travel and Vacations']"
Mets’ Efficiency Pays Off in Latest Win Over Phils,2015-09-01,article,News,,['Baseball']
"Kim Davis, a Local Fixture, and Now a National Symbol",2015-09-02,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
TV Dinners in a Netflix World,2015-09-01,article,News,,"['Frozen Foods', 'Supermarkets and Grocery Stores', 'Innovation']"
The End of the Republican Party?,2015-09-01,article,News,,"['Polls and Public Opinion', 'Presidential Election of 2012', 'Presidential Election of 2016', 'Third-Party Politics (US)', 'United States Politics and Government']"
"At Wharton, Donald Trump’s Marketing Skills Make the Grade",2015-09-01,article,News,,"['ADVERTISING AND MARKETING', 'Colleges and Universities', 'Presidential Election of 2016']"
1961: Bob Dylan Takes the Stage,2015-09-02,article,News,,"['Music', 'Civil Rights Movement (1954-68)']"
"In West Bank, Speculation Abounds Over Mahmoud Abbas’s Plans",2015-09-01,article,News,,['Palestinians']
"Stephen Colbert, the Late Night Hope",2015-09-02,article,News,,"['Television', 'Comedy and Humor']"
"William McCormick Blair Jr., Envoy and Confidant of Adlai Stevenson, Dies at 98",2015-09-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'United States International Relations']"
Julie Kent Has New Roles at American Ballet Theater,2015-09-02,article,News,,[]
News Q’s | Google’s Driverless Cars Run Into Problem: Cars With Drivers,2015-09-03,article,News,,['Driverless and Semiautonomous Vehicles']
"At Auschwitz, a Summer Precaution Is a Grim Reminder to Some",2015-09-01,article,News,,"['Holocaust and the Nazi Era', 'Monuments and Memorials (Structures)', 'Social Media']"
"As China’s Economy Falters, Military Parade Offers Chance to Burnish Image",2015-09-01,article,News,,"['Parades', 'World War II (1939-45)', 'Propaganda', 'Defense and Military Forces', 'Economic Conditions and Trends', 'Holidays and Special Occasions']"
Agency Reduces Estimate of Faulty Airbag Inflaters in the United States ,2015-09-01,article,News,,"['Automobile Safety Features and Defects', 'Recalls and Bans of Products']"
"In ‘A Sinner in Mecca,’ a Gay Director Ponders His Sexuality and Islamic Faith",2015-09-03,article,Review,,"['Movies', 'Documentary Films and Programs', 'Muslims and Islam', 'Homosexuality and Bisexuality']"
A Stained-Glass Artist Enjoys a Renaissance,2015-09-03,article,News,,"['Art', 'ANTIQUES', 'Stained Glass']"
Bonding at Jury Duty,2015-09-01,article,News,,['Jury System']
Most Nations Miss a Goal for Women in Leadership,2015-09-01,article,News,,"['Women and Girls', 'Legislatures and Parliaments']"
"Roger Federer, an Old Hand With a New Move, Keeps Everyone Guessing",2015-09-02,article,News,,"['Tennis', 'United States Open (Tennis)']"
Sotheby’s to Auction A. Alfred Taubman’s $500 Million Trove,2015-09-03,article,News,,"['Auctions', 'Art']"
Restaurant Review: Superiority Burger in the East Village,2015-09-01,article,Review,,['Restaurants']
What's the Greatest Threat to U.S. National Security?,2015-09-02,article,News,,[]
Choosing the Best Smartphone Plan for You,2015-09-02,article,News,,"['Smartphones', 'Prices (Fares, Fees and Rates)']"
Ratcheting Up the Rhetoric,2015-09-03,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'News and News Media', 'Blacks', 'Black People', 'Discrimination', 'Attacks on Police']"
‘Narcos’ Episode 9 Recap: The Two Faces of Pablo Escobar,2015-09-02,article,News,,['Television']
A New Name and Height for Mount McKinley,2015-09-03,article,News,,['Geology']
California Defends Its Review Process in Appeal to Preserve Death Penalty ,2015-09-01,article,News,,"['Capital Punishment', 'Sentences (Criminal)']"
Verbatim: Lindsey Graham Assesses Donald Trump’s Base of Support,2015-09-02,article,News,,['Presidential Election of 2016']
Arizona News Anchor Is Drawn Into Debate on Her Accent and the Use of Spanish,2015-09-03,article,News,,"['News and News Media', 'Spanish Language', 'Hispanic-Americans', 'Presidential Election of 2016']"
Bringing Tourism Back to Nepal,2015-09-02,article,Question,,['Travel and Vacations']
"Building for Future, Ithaca Remakes Town Square",2015-09-01,article,News,,"['Area Planning and Renewal', 'Real Estate (Commercial)', 'Real Estate and Housing (Residential)', 'Pedestrian Malls']"
"At U.S. Open Match, a Sea of Bills Blue",2015-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']"
Morning Agenda: The Hedge Funds that Prospered in Market Tumult,2015-09-03,article,News,,"['Hedge Funds', 'Private Equity', 'Stocks and Bonds', 'Venture Capital']"
Competitors Accuse Google of Using Search to Diminish Apps,2015-09-02,article,News,,"['ADVERTISING AND MARKETING', 'Computers and the Internet', 'Mobile Applications', 'Online Advertising', 'Search Engines']"
Your Thursday Evening Briefing,2015-09-03,article,News,,[]
An Expedition Reveals Stunning Biological Wealth in a Bolivian Park That May Be Opened to Drilling,2015-09-03,article,News,,"['Butterflies and Moths', 'Forests and Forestry', 'Insects', 'National Parks, Monuments and Seashores', 'Parks and Other Recreation Areas']"
Word of the Day + Quiz | prognosticate,2015-09-02,article,News,,['English Language']
"Natalie Massenet, Net-a-Porter Founder, Announces Departure",2015-09-02,article,News,,"['E-Commerce', 'Appointments and Executive Changes', 'Mergers, Acquisitions and Divestitures', 'Luxury Goods and Services', 'Fashion and Apparel']"
Readers’ Turn: CNN’s Control Over Debate,2015-09-01,article,News,,"['Presidential Election of 2016', 'Debates (Political)', 'News and News Media']"
Texas Abortion Providers Ask Supreme Court to Reverse Ruling on Clinics,2015-09-03,article,News,,['ABORTION']
Copy Roger Federer? He Has No Shot,2015-09-02,article,News,,"['Tennis', 'United States Open (Tennis)']"
Too Much in Love to Say Good Night,2015-09-03,article,News,,"['Dating and Relationships', 'Series', 'Dancing', 'Jazz']"
Five Rutgers Football Players Suspended After Criminal Charges,2015-09-03,article,News,,"['Football (College)', 'Assaults']"
Lineup Set for Telluride Film Festival,2015-09-03,article,News,,['Telluride Film Festival']
The Misanthropic Genius of Joy Williams,2015-09-02,article,News,,"['Books and Literature', 'Writing and Writers']"
Skills and Strategies | Exit Slips,2015-09-03,article,News,,[]
244 Immigrants With Criminal Records Face Deportation in California,2015-09-01,article,News,,"['Illegal Immigration', 'Immigration and Emigration']"
Hungarian Leader Rebuked for Saying Muslim Migrants Must Be Blocked ‘to Keep Europe Christian’,2015-09-03,article,News,,"['Middle East and Africa Migrant Crisis', 'Muslims and Islam', 'Christians and Christianity', 'Immigration and Emigration']"
Video Feature: ‘Universal’ Apps for Windows 10 That Call Many Gadgets Home,2015-09-02,article,News,,"['Mobile Applications', 'Windows (Operating System)', 'Computers and the Internet']"
"Executive at Struggling Rovio, Maker of Angry Birds, Pushes Silver Lining",2015-09-02,article,News,,['Mobile Applications']
Payday for Ice Bucket Challenge’s Mocked Slacktivists,2015-09-03,article,Op-Ed,,"['AMYOTROPHIC LATERAL SCLEROSIS', 'Computers and the Internet', 'Philanthropy', 'Research']"
Azerbaijan: Journalist Critical of Leader Is Sentenced to 7 1/2 Years in Prison,2015-09-02,article,Brief,,"['Freedom of the Press', 'News and News Media', 'Sentences (Criminal)', 'Tax Evasion', 'Embezzlement']"
Afghans See a Collapse of Tradition in a Spate of Devious Attacks,2015-09-03,article,News,,"['Terrorism', 'Social Conditions and Trends', 'Deaths (Fatalities)', 'Police Brutality, Misconduct and Shootings']"
Police Officers and Other New York City Agencies Visit Homeless Encampments,2015-09-03,article,News,,"['Homeless Persons', 'Mental Health and Disorders', 'Group Homes and Supportive Housing']"
Daily Report: In Search of the Right Phone Plan,2015-09-03,article,News,,['Cellular Telephones']
Officials Cite Possible Knife in 2nd Video of San Antonio Shooting,2015-09-03,article,News,,"['Police Brutality, Misconduct and Shootings', 'Video Recordings, Downloads and Streaming']"
A Call for a Free Market,2015-09-01,article,News,,"['Quantitative Easing', 'Stocks and Bonds', 'Income Inequality', 'Interest Rates']"
2015 Fantasy Football: Tight End Preview and Rankings,2015-09-01,article,News,,"['Football', 'Fantasy Sports']"
"Times Square Topless Woman Is Arrested; 2 Others Are Assaulted, Police Say",2015-09-03,article,News,,"['Street Performers', 'Nudism and Nudity', 'Assaults', 'Prostitution']"
1965: Fighting in Kashmir,2015-09-02,article,News,,[]
Christie’s Puts Chinese Pedestals on the Auction Block,2015-09-03,article,News,,"['ANTIQUES', 'Auctions']"
Reason to Celebrate Despite a Quick U.S. Open Exit,2015-09-03,article,News,,"['Tennis', 'United States Open (Tennis)', 'Weddings and Engagements']"
