headline,date,doc_type,material_type,section,keywords
Scientists Who Cheat,2015-06-01,article,Editorial,,"['Editorials', 'Research', 'Cheating', 'Frauds and Swindling', 'Ethics and Official Misconduct', 'Polls and Public Opinion', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Academic and Scientific Journals']"
Chubby Blue Cat Hints at Thaw in Ties Between China and Japan,2015-06-01,article,News,,['Movies']
Review: Interpreting Gertrude Stein in ‘Composition ... Master-Pieces ... Identity’,2015-06-02,article,Review,,['Theater']
"Disney Unveils Playmation, Toys That Play Back",2015-06-02,article,News,,"['Toys', 'Wearable Computing']"
"Pink Slips at Disney. But First, Training Foreign Replacements.",2015-06-03,article,News,,"['Layoffs and Job Reductions', 'Foreign Workers', 'Outsourcing', 'Visas']"
"Bribery Inquiry Drawing Closer to FIFA’s President, Sepp Blatter",2015-06-01,article,News,,"['Soccer', 'Bribery and Kickbacks', 'World Cup (Soccer)']"
1965: U.S. Astronaut Cavorts in Space,2015-06-03,article,News,,[]
Academics Seek a Big Splash,2015-06-01,article,News,,"['Research', 'Academic and Scientific Journals', 'News and News Media', 'Polls and Public Opinion', 'Colleges and Universities', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Grants (Corporate and Foundation)', 'Psychology and Psychologists', 'Economics (Theory and Philosophy)']"
"The Population Bomb, Then and Now",2015-06-01,article,News,,"['Environment', 'Nineteen Hundred Sixties', 'Population']"
Greece’s Runaway Train,2015-06-03,article,Op-Ed,,"['European Sovereign Debt Crisis (2010- )', 'Euro (Currency)', 'International Trade and World Market']"
Word of the Day | dexterous,2015-06-01,article,News,,[]
Muslim Woman Denied Job Over Head Scarf Wins in Supreme Court,2015-06-01,article,News,,"['Freedom of Religion', 'Discrimination', 'Muslim Veiling', 'Hiring and Promotion', 'Suits and Litigation (Civil)']"
Fatal Construction Accidents Are Rising in New York,2015-06-02,article,News,,"['Building (Construction)', 'Accidents and Safety', 'Deaths (Fatalities)', 'Derricks and Cranes']"
"All-In on Tanaka, Yankees Can Only Hope His Elbow Holds Up",2015-06-03,article,News,,"['Baseball', 'Sports Injuries']"
"Little Sister Lauds Lindsey Graham, the Bachelor, for Raising Her",2015-06-01,article,News,,"['Families and Family Life', 'Presidential Election of 2016']"
Climate Model Suggests Everest Glaciers Could Nearly Disappear,2015-06-01,article,News,,"['Glaciers', 'Global Warming', 'Greenhouse Gas Emissions']"
Petrobras Seeks to Sell a 100-Year Bond,2015-06-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Stocks and Bonds', 'Interest Rates']"
Poll Shows Americans Favor an Overhaul of Campaign Financing,2015-06-02,article,News,,"['Campaign Finance', 'Polls and Public Opinion', 'Citizens United v Federal Election Commission (Supreme Court Decision)', 'United States Politics and Government']"
John Paulson Gives $400 Million to Harvard for Engineering School,2015-06-03,article,News,,"['Philanthropy', 'Colleges and Universities', 'Engineering and Engineers']"
Letters to the Editor,2015-06-01,article,News,,"['Nursing and Nurses', 'Doctors', 'Health Insurance and Managed Care', 'Rural Areas']"
"Readers’ Turn: Always On, Always Working",2015-06-02,article,News,,"['Working Hours', 'Children and Childhood', 'Labor and Jobs', 'Women and Girls']"
Review: Mark Morris and Haydn Join to Brighten Houston Ballet Program,2015-06-03,article,Review,,['Dancing']
What Judy Blume’s Books Meant,2015-06-01,article,News,,"['Books and Literature', 'Teenagers and Adolescence']"
Whitman Paints a Vague Picture of Hewlett Packard Enterprise,2015-06-03,article,News,,"['Cloud Computing', 'Enterprise Computing']"
"Aid Helicopter Crashes in Nepal, Killing 4",2015-06-02,article,News,,"['Helicopters', 'Aviation Accidents, Safety and Disasters', 'Humanitarian Aid', 'Deaths (Fatalities)']"
Today’s Travel News and Tips,2015-06-01,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings']"
New Trial Ordered for Man Convicted in 1988 Brooklyn Double Homicide,2015-06-02,article,News,,"['Police Brutality, Misconduct and Shootings', 'Confessions', 'False Arrests, Convictions and Imprisonments', 'Murders, Attempted Murders and Homicides']"
Paris Police Clear Out Migrant Camp and Destroy Tents,2015-06-02,article,News,,"['Refugees and Displaced Persons', 'Immigration and Emigration', 'Asylum, Right of', 'Police']"
The Long Conversation,2015-06-02,article,News,,"['ANGER (EMOTION)', 'Depression (Mental)', 'Mental Health and Disorders', 'Psychology and Psychologists', 'Therapy and Rehabilitation']"
Yahoo Wins Rights to Live Stream Bills-Jaguars N.F.L. Game,2015-06-03,article,News,,"['Video Recordings, Downloads and Streaming', 'Football', 'ADVERTISING AND MARKETING']"
Rick Perry Hones His Image as ‘Texas Miracle’ Fades,2015-06-03,article,News,,"['Unemployment', 'Oil (Petroleum) and Gasoline', 'Economic Conditions and Trends', 'Presidential Election of 2016']"
Why Kathy McCabe Loves Italy,2015-06-03,article,Question,,"['Travel and Vacations', 'Television']"
Lawmakers Press Takata on Propellant in Airbags,2015-06-02,article,News,,"['Automobile Safety Features and Defects', 'Traffic Accidents and Safety']"
"Ahmed Zayat, American Pharoah’s Owner, Is Named in $10 Million Libel Suit",2015-06-01,article,News,,"['Horse Racing', 'Libel and Slander', 'Suits and Litigation (Civil)', 'American Pharoah (Race Horse)']"
"Touring the Bronx With Lloyd Ultan, a Borough Institution",2015-06-01,article,News,,['Books and Literature']
Reading The Times with Steve Coll,2015-06-02,article,News,,"['Journalism Schools', 'News and News Media', 'Newspapers', 'USA PATRIOT Act']"
Thongs vs. Grannies: Behind the Underwear Story,2015-06-02,article,News,,[]
Decisions by Captain in Yangtze Ship Disaster Come Under Scrutiny,2015-06-03,article,News,,"['Maritime Accidents and Safety', 'Cruises']"
Sponsors React Meekly to Sepp Blatter’s Resignation,2015-06-03,article,News,,"['Soccer', 'ADVERTISING AND MARKETING', 'Bribery and Kickbacks']"
Ben Bernanke Says Fed Can’t Get Caught Up in Inequality Debate,2015-06-01,article,News,,"['Income Inequality', 'United States Economy', 'Quantitative Easing', 'Credit and Debt']"
"In Belmont Draw, American Pharoah Gets Post 5 in Field of Eight",2015-06-03,article,News,,"['Horse Racing', 'Triple Crown (Horse Racing)', 'Jockeys, Drivers and Trainers', 'Belmont Stakes', 'American Pharoah (Race Horse)']"
Drought Is Bearing Fruit for Washington Wineries,2015-06-01,article,News,,"['Wines', 'Drought', 'Agriculture and Farming', 'Irrigation']"
Emma Stone as Asian-American? Cameron Crowe Apologizes,2015-06-03,article,News,,['Movies']
Maria Sharapova Can’t Shake a Cold or Her Opponent; Serena Williams Advances,2015-06-01,article,News,,"['Tennis', 'French Open (Tennis)']"
Morels and Peas Are Pasta’s Springtime Companions,2015-06-02,article,News,,"['Cooking and Cookbooks', 'Mushrooms', 'Peas']"
"The Living Is Easy, But the Puzzles Are Not",2015-06-01,article,News,,['Crossword Puzzles']
Bernie Sanders Finds Appreciative Audience on Late Night TV,2015-06-02,article,News,,['Presidential Election of 2016']
A New Suite of Pure Hair Products,2015-06-02,article,News,,['Hair']
Few Triumphs in Frantic Hunt for 430 in Yangtze River,2015-06-02,article,News,,"['Maritime Accidents and Safety', 'Cruises', 'Rescues']"
NBC Expected to Extend Belmont Stakes Rights Through 2020,2015-06-03,article,News,,"['Horse Racing', 'Television', 'Triple Crown (Horse Racing)', 'Belmont Stakes']"
Review: ‘Pretty Raw’ Recounts Helen Frankenthaler’s Influence on the Art World,2015-06-03,article,Review,,['Art']
Nurse Staffing and Patient Safety,2015-06-02,article,Letter,,"['Nursing and Nurses', 'Accidents and Safety', 'Shortages', 'Health Insurance and Managed Care']"
How to Find That Vintage Cast-Iron Pan,2015-06-01,article,News,,"['Cooking and Cookbooks', 'Cookware', 'Recipes', 'Kitchens', 'Noodles']"
Pentagon Seeks Easing of Ban on Russian Rockets for U.S. Space Missions,2015-06-03,article,News,,"['Rocket Science and Propulsion', 'United States Defense and Military Forces', 'Space and Astronomy', 'Satellites']"
Macedonia to Hold Early Elections Amid Political Turmoil,2015-06-02,article,News,,['Elections']
First Draft Focus: Martin O’Malley on the Stump,2015-06-03,article,News,,['Presidential Election of 2016']
The Case of the Missing Minsky,2015-06-01,article,News,,[]
"Breaking Up Companies Creates Extensive Costs, Too",2015-06-02,article,News,,"['Mergers, Acquisitions and Divestitures']"
Rival Pro-Democracy Rallies Planned for June 4 in Hong Kong,2015-06-03,article,News,,"['Demonstrations, Protests and Riots']"
Huffington Post in Limbo at Verizon,2015-06-03,article,News,,"['News and News Media', 'Mergers, Acquisitions and Divestitures']"
"Ana Ivanovic, 2008 French Open Champion, Stays Calm in Wind",2015-06-02,article,News,,"['Tennis', 'French Open (Tennis)']"
New York City Task Force to Investigate ‘Three-Quarter’ Homes,2015-06-01,article,News,,"['Group Homes and Supportive Housing', 'Public and Subsidized Housing', 'Drug Abuse and Traffic', 'Medicaid', 'Bribery and Kickbacks']"
Intel Agrees to Buy Altera for $16.7 Billion,2015-06-01,article,News,,"['Computer Chips', 'Mergers, Acquisitions and Divestitures', 'Computers and the Internet']"
Morning Agenda: Greece Challenges Its Lenders,2015-06-03,article,News,,"['Banking and Financial Institutions', 'European Sovereign Debt Crisis (2010- )', 'Hedge Funds', 'Initial Public Offerings', 'Mergers, Acquisitions and Divestitures', 'Private Equity', 'Regulation and Deregulation of Industry', 'Shenzhen Stock Exchange', 'Venture Capital']"
"Women’s World Cup 2015: China, an Early Power, Seeks a Way Back",2015-06-03,article,News,,"['Soccer', ""Women's World Cup (Soccer)""]"
Republicans Resist F.C.C. Proposal for Lifeline Broadband Subsidies,2015-06-02,article,News,,"['Computers and the Internet', 'Wireless Communications', 'Rural Areas']"
Mobile Home Lending,2015-06-01,article,Letter,,"['Real Estate and Housing (Residential)', 'Law and Legislation']"
United Airlines Delays Flights Because of Computer Problem,2015-06-02,article,News,,"['Delays (Transportation)', 'AIRLINES AND AIRPLANES']"
Don’t Censor My Commute,2015-06-01,article,Op-Ed,,"['Transit Systems', 'Political Advertising', 'Freedom of Speech and Expression', 'Censorship', 'ADVERTISING AND MARKETING']"
What We’re Reading,2015-06-02,article,News,,"['Food', 'Newspapers', 'United States Politics and Government', 'Voter Registration and Requirements']"
Patz Prosecutor Takes On Ex-Congressman in Staten Island District Attorney’s Race,2015-06-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Elections, District Attorneys']"
The Finnish Disease,2015-06-01,article,News,,[]
"June 1, 2015 — Pictures of the Day",2015-06-01,article,News,,['Photography']
Supreme Court Ruling Little Help to Struggling Homeowners,2015-06-01,article,News,,"['Mortgages', 'Decisions and Verdicts', 'Personal Bankruptcies']"
Medical Marijuana Feeds Familiar Hopes of Renewal Around New York State,2015-06-01,article,News,,"['Medical Marijuana', 'Labor and Jobs']"
"Hillary Clinton Still Strong in Iowa Poll, Though Negative News Is a Concern",2015-06-01,article,News,,"['Polls and Public Opinion', 'Presidential Election of 2016']"
Onwards and Upwards,2015-06-03,article,News,,['Hair']
Djokovic vs. Nadal: A Quarterfinal That Feels Like a Final,2015-06-01,article,News,,"['Tennis', 'French Open (Tennis)']"
"Airstrikes in Yemen Kill Allies of Saudi-Led Coalition, Witnesses Say",2015-06-03,article,News,,"['Military Aircraft', 'Deaths (Fatalities)']"
Fears of MERS Virus Prompt Broadening of Cautions in South Korea,2015-06-03,article,News,,"['MERS (Middle East Respiratory Syndrome)', 'Viruses', 'Hospitals', 'SARS (Severe Acute Respiratory Syndrome)', 'Shutdowns (Institutional)']"
Lower-Cost LEDs Offer Some Competition to Compact Fluorescent Lights,2015-06-03,article,News,,"['Light-Emitting Diodes', 'Electric Light Bulbs', 'Compact Fluorescent Light Bulbs', 'Lighting', 'Prices (Fares, Fees and Rates)']"
Californians Are Encouraged by Sharp Drop in Water Use,2015-06-02,article,News,,"['Water', 'Drought', 'Rationing and Allocation of Resources', 'Conservation of Resources']"
"Rochelle Shoretz, Founder of Cancer Support Group, Dies at 42",2015-06-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Breast Cancer']"
"Marshall Islands, the Flag for Many Ships, Seeks to Rein In Emissions",2015-06-03,article,News,,['Greenhouse Gas Emissions']
Review: Brian Brooks Moving Company Keeps Things Off-Center at the Joyce Theater,2015-06-03,article,Review,,['Dancing']
In Love With a Rundown Apartment,2015-06-02,article,News,,['Real Estate and Housing (Residential)']
Elizabeth Warren Calls S.E.C. Chief’s Tenure ‘Disappointing’,2015-06-02,article,News,,"['Regulation and Deregulation of Industry', 'Appointments and Executive Changes']"
Girls Rule in an Indian Village,2015-06-03,article,News,,"['Photography', 'Women and Girls']"
"In Pushing for Revised Surveillance Program, Obama Strikes His Own Balance",2015-06-03,article,News Analysis,,"['Surveillance of Citizens by Government', 'USA Freedom Act', 'USA PATRIOT Act', 'Privacy', 'Law and Legislation', 'Civil Rights and Liberties']"
Use of Tasers Is Scrutinized After Walter Scott Shooting,2015-06-01,article,News,,"['Police Brutality, Misconduct and Shootings', 'Stun Guns', 'Murders, Attempted Murders and Homicides']"
"After Punter Steve Weatherford Is in Wreck, He Practices With the Giants",2015-06-02,article,News,,['Football']
Data Shows Large Rise in List Prices at Hospitals,2015-06-01,article,News,,"['Health Insurance and Managed Care', 'Hospitals', 'Medicare', 'Prices (Fares, Fees and Rates)']"
Antitrust Scrutiny for 3 Big U.S. Theater Chains ,2015-06-03,article,News,,"['Movies', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)']"
"What’s Going On in This Picture? | June 1, 2015",2015-06-01,article,News,,[]
Rikers Inquiry Expands to Include Union Chief’s Financial Dealings,2015-06-02,article,News,,"['Subpoenas', 'Prisons and Prisoners', 'Organized Labor']"
Ron Darling’s Piece of the Sky,2015-06-02,article,News,,"['Interior Design and Furnishings', 'Baseball']"
"‘Cuddles,’ From Joseph Wilde, Turns the Tables on a Fear of Horror",2015-06-03,article,News,,"['Theater', 'Brits Off Broadway Festival']"
Multipliers and Reality,2015-06-03,article,News,,[]
"Boko Haram Steps Up Attacks in Northeast Nigeria, Killing Scores",2015-06-02,article,News,,"['Terrorism', 'Deaths (Fatalities)']"
Outside In,2015-06-01,article,News,,['Art']
1940: 17 Nazi Bombers Shot Down,2015-06-03,article,News,,"['Bombs and Explosives', 'GERMANY', 'World War II (1939-45)']"
"Tsonga Scratches Out a Win, and a Roland Garros Love Note",2015-06-02,article,News,,"['Tennis', 'French Open (Tennis)']"
1915: German Airship Bombs London,2015-06-01,article,News,,"['Bombs and Explosives', 'GERMANY', 'World War I (1914-18)']"
Rangers’ Joey Gallo Makes Debut With 3 Hits and a Home Run,2015-06-03,article,News,,['Baseball']
Delhi Bans Popular Noodles Produced by Nestle’s India Unit,2015-06-03,article,News,,"['Noodles', 'Food Contamination and Poisoning', 'Recalls and Bans of Products']"
Recent Commercial Transactions,2015-06-02,article,News,,"['Real Estate Brokers', 'Renting and Leasing (Real Estate)', 'Real Estate (Commercial)']"
Devils Hire John Hynes as Coach,2015-06-02,article,News,,"['Hockey, Ice', 'Coaches and Managers']"
Gazans’ Hopes for Rebuilding After War Give Way to Deeper Despair,2015-06-01,article,News,,"['Palestinians', 'Economic Conditions and Trends', 'Unemployment', 'Taxation']"
European Central Bank President Hints at Concession for Greece,2015-06-03,article,News,,"['European Sovereign Debt Crisis (2010- )', 'Euro (Currency)']"
Hundreds Missing After Chinese Cruise Ship Sinks on Yangtze,2015-06-01,article,News,,"['Maritime Accidents and Safety', 'Rescues', 'Deaths (Fatalities)']"
A Sneak Peek at a Futuristic Multimedia Performance,2015-06-03,article,News,,[]
Morocco Defends Ban of ‘Much Loved’; Attack on Actor Is Called Unrelated,2015-06-03,article,News,,"['Movies', 'Censorship', 'Threats and Threatening Messages']"
Aid for Afghanistan,2015-06-03,article,Letter,,['Metals and Minerals']
Backward Induction and Brad DeLong (Wonkish),2015-06-03,article,News,,[]
Surveillance Bill Awaits Verdicts on Amendments From Hawks in Senate,2015-06-01,article,News,,"['Surveillance of Citizens by Government', 'USA PATRIOT Act', 'United States Politics and Government', 'Law and Legislation']"
Bringing a Little Color to a Passage at the 191st Street Station,2015-06-01,article,News,,"['Subways', 'Art', 'Bridges and Tunnels', 'Graffiti']"
Tribe Opening New Casino Says a Competitor’s Site Is Too Close for Comfort ,2015-06-03,article,News,,"['Casinos', 'Oneida Indians', 'Native Americans', 'Gambling']"
Pickup Line,2015-06-03,article,News,,['Crossword Puzzles']
Brookfield to Buy Center Parcs U.K. From Blackstone Group,2015-06-02,article,News,,"['Mergers, Acquisitions and Divestitures']"
Instagram to Open Its Photo Feed to Ads,2015-06-02,article,News,,"['ADVERTISING AND MARKETING', 'Online Advertising', 'Mobile Applications']"
Word of the Day | recapitulate,2015-06-02,article,News,,[]
Lincoln Chafee on the Issues,2015-06-03,article,News,,"['Presidential Election of 2016', 'Greenhouse Gas Emissions', 'Iraq War (2003-11)', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
"Classical Playlist: Brahms, Arvo Pärt and Gorczycki",2015-06-03,article,News,,['Classical Music']
Climate Deal Badly Needs a Big Stick,2015-06-02,article,News,,"['Greenhouse Gas Emissions', 'Global Warming', 'International Trade and World Market']"
"On Gray Day, American Pharoah Takes Up Residence at Belmont",2015-06-02,article,News,,"['Horse Racing', 'Belmont Stakes', 'Triple Crown (Horse Racing)', 'American Pharoah (Race Horse)']"
"‘Loving Day,’ by Mat Johnson",2015-06-01,article,Review,,['Books and Literature']
When a School Board Victimizes Kids,2015-06-03,article,Op-Ed,,"['Education (K-12)', 'Private and Sectarian Schools', 'Jews and Judaism', 'State Legislatures', 'Local Government', 'Minorities', 'Budgets and Budgeting']"
"Corrections: June 1, 2015",2015-06-01,article,Correction,,[]
Vladimir Putin Hides the Truth,2015-06-02,article,Editorial,,"['Editorials', 'Defense and Military Forces', 'Censorship', 'Deaths (Fatalities)']"
Can the Swiss Watchmaker Survive the Digital Age?,2015-06-03,article,News,,"['Watches and Clocks', 'Wearable Computing', 'Luxury Goods and Services']"
"‘The New World,’ by Chris Adrian and Eli Horowitz",2015-06-03,article,Review,,['Books and Literature']
Robert McKinley’s Beach-Chic Style at Home in Chelsea,2015-06-02,article,News,,[]
Missouri Reports Wide Racial Disparity in Traffic Stops,2015-06-02,article,News,,"['Blacks', 'Black People', 'Police', 'Search and Seizure', 'Roads and Traffic']"
Today’s Travel News and Tips,2015-06-02,article,News,,['Travel and Vacations']
Uncertainty Clouds David Wright’s Potential Return to Mets,2015-06-03,article,News,,"['Baseball', 'Sports Injuries']"
More Aid for Nigeria?,2015-06-02,article,Letter,,['United States International Relations']
Your Monday Briefing,2015-06-01,article,News,,[]
N.Y.U.’s Opponents Threaten Open Spaces,2015-06-02,article,Op-Ed,,"['Suits and Litigation (Civil)', 'Appeals Courts (US)']"
New York Today: Troubled Bridges,2015-06-03,article,News,,[]
FIFA Case Could Strengthen Justice Dept.’s Global Power,2015-06-01,article,News,,"['World Cup (Soccer)', 'Soccer', 'Money Laundering', 'Racketeering and Racketeers', 'Securities and Commodities Violations', 'Law and Legislation', 'Bribery and Kickbacks']"
An Eye for Color,2015-06-02,article,News,,"['Beauty (Concept)', 'Cosmetics and Toiletries']"
Past and Present Collide in Pittsburgh,2015-06-02,article,News,,"['Area Planning and Renewal', 'Art', 'Blacks', 'Black People', 'Jazz', 'Museums', 'Photography', 'Writing and Writers']"
‘Fifty Shades’ Author to Offer Grey’s Perspective,2015-06-01,article,News,,['Books and Literature']
Greece Challenges Creditors With New Proposal to Break Debt Impasse,2015-06-02,article,News,,['European Sovereign Debt Crisis (2010- )']
"Gardener, to Thine Own Self Be True",2015-06-02,article,News,,"['Flowers and Plants', 'Gardens and Gardening']"
"Review: American Contemporary Music Ensemble Beckons, Playfully, at Miller Theater",2015-06-03,article,Review,,"['Music', 'Classical Music']"
Spotify Wants Listeners to Break Down Music Barriers,2015-06-03,article,News,,"['Audio Recordings, Downloads and Streaming', 'Music', 'Video Recordings, Downloads and Streaming']"
White House Meeting Elicits Pledges to Reduce Antibiotic Use,2015-06-02,article,News,,"['ANTIBIOTICS', 'Agriculture and Farming', 'Veterinary Medicine', 'Drugs (Pharmaceuticals)', 'Meat', 'Poultry']"
3 Teenagers Are Arrested in Rape in Chinatown,2015-06-02,article,News,,"['Assaults', 'Sex Crimes', 'Robberies and Thefts']"
Justices Curb Bankruptcy Filers’ Ability to Have Second Mortgages Canceled ,2015-06-02,article,News,,"['Mortgages', 'Real Estate and Housing (Residential)', 'Credit and Debt', 'Home Equity Loans', 'Banking and Financial Institutions']"
"Customer Satisfaction With TV, Internet and Phone Service at 7-Year Low, Study Finds",2015-06-02,article,News,,"['Cable Television', 'Computers and the Internet', 'Customer Relations', 'Telephones and Telecommunications']"
"A Gap in Surveillance, but Ways Around It",2015-06-01,article,News Analysis,,"['Surveillance of Citizens by Government', 'USA PATRIOT Act', 'Wiretapping and Other Eavesdropping Devices and Methods']"
My Road to the White House,2015-06-03,article,Op-Ed,,"['Presidential Election of 2016', 'Primaries and Caucuses', 'United States Politics and Government']"
Forgetting the Pain of Exercise,2015-06-03,article,News,,"['AMNESIA', 'Emotions', 'Exercise', 'Running']"
"European Central Bank to Stick With Bond-Buying Plan, Citing Results",2015-06-03,article,News,,"['Interest Rates', 'European Sovereign Debt Crisis (2010- )', 'Quantitative Easing', 'Inflation (Economics)', 'Deflation (Economics)']"
"Hillary Clinton to Rally in New York, Then Tour Early Voting States",2015-06-01,article,News,,['Presidential Election of 2016']
Review: Jason Derulo Glides Across Genres on ‘Everything Is 4’,2015-06-02,article,Review,,['Music']
The Court and Online Threats,2015-06-01,article,Editorial,,"['Editorials', 'Social Media', 'First Amendment (US Constitution)', 'Decisions and Verdicts', 'Cyberharassment', 'Threats and Threatening Messages']"
Bronx Rabbi Case Prompts Prosecutors to Ask People to Come Forward  ,2015-06-03,article,News,,"['Child Abuse and Neglect', 'Sex Crimes', 'Rabbis', 'Jews and Judaism']"
Bangladesh Police Charge 41 With Murder Over Rana Plaza Collapse,2015-06-01,article,News,,"['Rana Plaza Building Collapse, Bangladesh (2013)', 'Murders, Attempted Murders and Homicides', 'Accidents and Safety', 'Factories and Manufacturing', 'Fashion and Apparel']"
Test Yourself | Biracial Beauty in Japan,2015-06-02,article,News,,[]
Lindsey Graham Enters White House Race With Emphasis on National Security,2015-06-01,article,News,,['Presidential Election of 2016']
"June 2, 2015 — Pictures of the Day",2015-06-02,article,News,,['Photography']
Rand Paul Takes On ‘Eye Roll’ Caucus to Oppose Data Gathering in Patriot Act,2015-06-01,article,News,,"['USA PATRIOT Act', 'Surveillance of Citizens by Government', 'United States Politics and Government', 'Presidential Election of 2016']"
1915: Attempt to Soothe Wilson Fails,2015-06-02,article,News,,[]
Diversity of Catholic Views,2015-06-03,article,Letter,,['Social Conditions and Trends']
Egypt Says It Has Arrested 2 Senior Muslim Brotherhood Leaders,2015-06-02,article,News,,[]
Review: Mark Vanhoenacker’s ‘Skyfaring: A Journey With a Pilot’ on Joy of Flight,2015-06-02,article,Review,,"['Books and Literature', 'Pilots']"
Fredrik Berselius to Open New Restaurant in South Williamsburg,2015-06-01,article,News,,['Restaurants']
Gunmen in Northern Afghanistan Kill 9 Local Aid Workers,2015-06-02,article,News,,['Terrorism']
Time Warner Cable C.F.O. Leaves Company,2015-06-01,article,News,,['Appointments and Executive Changes']
Review: Soak Exposes Fears and Resolve on Debut Album,2015-06-01,article,News,,['Music']
"13% Left Health Care Rolls, U.S. Finds",2015-06-03,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)']"
Chevron and North Sea Rivals Race to Keep an Oil Region Relevant,2015-06-02,article,News,,"['Oil (Petroleum) and Gasoline', 'Offshore Drilling and Exploration']"
Morning Agenda: Reflections on Wall Street Culture,2015-06-02,article,News,,"['Banking and Financial Institutions', 'Consumer Protection', 'Data Centers', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)', 'European Sovereign Debt Crisis (2010- )', 'Hedge Funds', 'Mergers, Acquisitions and Divestitures', 'Private Equity', 'Regulation and Deregulation of Industry', 'Suicides and Suicide Attempts', 'Venture Capital']"
"Jeremy Shamos, a Nice Guy Who Likes Playing the Jerk",2015-06-03,article,News,,"['Theater', 'ACTORS AND ACTRESSES']"
A Nose for Fashion,2015-06-01,article,News,,"['Fashion and Apparel', 'Perfumes and Fragrances']"
Scott Walker Vows to Compete in Florida,2015-06-02,article,News,,['Presidential Election of 2016']
Alvin Ailey’s Linda Celeste Sims and Her Pas de Cuisinart,2015-06-01,article,News,,['Cooking and Cookbooks']
American Journalist Is Freed by Yemen’s Houthi Rebels,2015-06-01,article,News,,"['Kidnapping and Hostages', 'News and News Media']"
"Tanith Lee, Fantasy and Horror Novelist, Dies at 67",2015-06-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Writing and Writers', 'Books and Literature', 'Science Fiction']"
"Charles Kennedy, Ex-Leader of Liberal Democrats in Britain, Dies at 55",2015-06-02,article,Obituary (Obit),,['Deaths (Obituaries)']
Decline of North Sea Oil Fields Forces Political Shifts in Britain   ,2015-06-02,article,News,,"['Oil (Petroleum) and Gasoline', 'Referendums']"
A Bad Voting Ban in Maryland,2015-06-01,article,Editorial,,"['Editorials', 'Ex-Convicts', 'Blacks', 'Black People', 'Voter Registration and Requirements']"
"Jean Ritchie, Lyrical Voice of Appalachia, Dies at 92",2015-06-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Folk Music']"
